"","recorder","date","time.bin.id","call.type","humidity","temp","lunar.vals","tmin","precip.day.of","precip.day.before","n","n.calls","rain.bin"
"1","S14",20180213,"madrugada","none",97,26.1,"New",23.2,1,0,0,0,0
"2","S14",20180213,"morning","none",97,26.1,"New",23.2,1,0,0,0,0
"3","S14",20180213,"afternoon","none",97,26.1,"New",23.2,1,0,0,0,0
"4","S14",20180213,"evening","none",97,26.1,"New",23.2,1,0,0,0,0
"5","S15",20180213,"madrugada","none",97,26.1,"New",23.2,1,0,0,0,0
"6","S15",20180213,"morning","none",97,26.1,"New",23.2,1,0,0,0,0
"7","S15",20180213,"afternoon","none",97,26.1,"New",23.2,1,0,0,0,0
"8","S15",20180213,"evening","none",97,26.1,"New",23.2,1,0,0,0,0
"9","S16",20180213,"madrugada","none",97,26.1,"New",23.2,1,0,0,0,0
"10","S16",20180213,"morning","none",97,26.1,"New",23.2,1,0,0,0,0
"11","S16",20180213,"afternoon","none",97,26.1,"New",23.2,1,0,0,0,0
"12","S16",20180213,"evening","none",97,26.1,"New",23.2,1,0,0,0,0
"13","S17",20180213,"madrugada","none",97,26.1,"New",23.2,1,0,0,0,0
"14","S17",20180213,"madrugada","long.argus",97,26.1,"New",23.2,1,0,1,1,0
"15","S17",20180213,"morning","none",97,26.1,"New",23.2,1,0,0,0,0
"16","S17",20180213,"morning","long.argus",97,26.1,"New",23.2,1,0,2,2,0
"17","S17",20180213,"afternoon","none",97,26.1,"New",23.2,1,0,0,0,0
"18","S17",20180213,"afternoon","long.argus",97,26.1,"New",23.2,1,0,1,1,0
"19","S17",20180213,"evening","none",97,26.1,"New",23.2,1,0,0,0,0
"20","S17",20180213,"evening","long.argus",97,26.1,"New",23.2,1,0,3,3,0
"21","S18",20180213,"madrugada","none",97,26.1,"New",23.2,1,0,0,0,0
"22","S18",20180213,"morning","none",97,26.1,"New",23.2,1,0,0,0,0
"23","S18",20180213,"morning","long.argus",97,26.1,"New",23.2,1,0,2,2,0
"24","S18",20180213,"morning","short.argus",97,26.1,"New",23.2,1,0,4,4,0
"25","S18",20180213,"afternoon","none",97,26.1,"New",23.2,1,0,0,0,0
"26","S18",20180213,"evening","none",97,26.1,"New",23.2,1,0,0,0,0
"27","S19",20180213,"madrugada","none",97,26.1,"New",23.2,1,0,0,0,0
"28","S19",20180213,"morning","none",97,26.1,"New",23.2,1,0,0,0,0
"29","S19",20180213,"afternoon","none",97,26.1,"New",23.2,1,0,0,0,0
"30","S19",20180213,"evening","none",97,26.1,"New",23.2,1,0,0,0,0
"31","S14",20180214,"madrugada","none",96,31.9,"New",22.2,3.5,1,0,0,0
"32","S14",20180214,"madrugada","short.argus",96,31.9,"New",22.2,3.5,1,2,2,0
"33","S15",20180214,"madrugada","none",96,31.9,"New",22.2,3.5,1,0,0,0
"34","S16",20180214,"madrugada","none",96,31.9,"New",22.2,3.5,1,0,0,0
"35","S17",20180214,"madrugada","none",96,31.9,"New",22.2,3.5,1,0,0,0
"36","S17",20180214,"madrugada","long.argus",96,31.9,"New",22.2,3.5,1,3,3,0
"37","S18",20180214,"madrugada","none",96,31.9,"New",22.2,3.5,1,0,0,0
"38","S18",20180214,"madrugada","long.argus",96,31.9,"New",22.2,3.5,1,4,4,0
"39","S19",20180214,"madrugada","none",96,31.9,"New",22.2,3.5,1,0,0,0
"40","S19",20180214,"madrugada","long.argus",96,31.9,"New",22.2,3.5,1,1,1,0
"41","S11",20180214,"madrugada","none",96,31.9,"New",22.2,3.5,1,0,0,0
"42","S11",20180214,"madrugada","short.argus",96,31.9,"New",22.2,3.5,1,8,8,0
"43","S12",20180214,"madrugada","none",96,31.9,"New",22.2,3.5,1,0,0,0
"44","S12",20180214,"madrugada","long.argus",96,31.9,"New",22.2,3.5,1,1,1,0
"45","S13",20180214,"madrugada","none",96,31.9,"New",22.2,3.5,1,0,0,0
"46","S13",20180214,"madrugada","long.argus",96,31.9,"New",22.2,3.5,1,2,2,0
"47","S20",20180214,"madrugada","none",96,31.9,"New",22.2,3.5,1,0,0,0
"48","S20",20180214,"madrugada","long.argus",96,31.9,"New",22.2,3.5,1,1,1,0
"49","S14",20180214,"morning","none",96,31.9,"New",22.2,3.5,1,0,0,0
"50","S14",20180214,"morning","short.argus",96,31.9,"New",22.2,3.5,1,1,1,0
"51","S15",20180214,"morning","none",96,31.9,"New",22.2,3.5,1,0,0,0
"52","S16",20180214,"morning","none",96,31.9,"New",22.2,3.5,1,0,0,0
"53","S17",20180214,"morning","none",96,31.9,"New",22.2,3.5,1,0,0,0
"54","S17",20180214,"morning","long.argus",96,31.9,"New",22.2,3.5,1,2,2,0
"55","S18",20180214,"morning","none",96,31.9,"New",22.2,3.5,1,0,0,0
"56","S18",20180214,"morning","long.argus",96,31.9,"New",22.2,3.5,1,4,4,0
"57","S18",20180214,"morning","short.argus",96,31.9,"New",22.2,3.5,1,10,10,0
"58","S19",20180214,"morning","none",96,31.9,"New",22.2,3.5,1,0,0,0
"59","S11",20180214,"morning","none",96,31.9,"New",22.2,3.5,1,0,0,0
"60","S11",20180214,"morning","long.argus",96,31.9,"New",22.2,3.5,1,3,3,0
"61","S11",20180214,"morning","short.argus",96,31.9,"New",22.2,3.5,1,8,8,0
"62","S12",20180214,"morning","none",96,31.9,"New",22.2,3.5,1,0,0,0
"63","S12",20180214,"morning","long.argus",96,31.9,"New",22.2,3.5,1,1,1,0
"64","S13",20180214,"morning","none",96,31.9,"New",22.2,3.5,1,0,0,0
"65","S20",20180214,"morning","none",96,31.9,"New",22.2,3.5,1,0,0,0
"66","S14",20180214,"afternoon","none",96,31.9,"New",22.2,3.5,1,0,0,1
"67","S14",20180214,"afternoon","long.argus",96,31.9,"New",22.2,3.5,1,1,1,1
"68","S14",20180214,"afternoon","short.argus",96,31.9,"New",22.2,3.5,1,1,1,1
"69","S15",20180214,"afternoon","none",96,31.9,"New",22.2,3.5,1,0,0,1
"70","S16",20180214,"afternoon","none",96,31.9,"New",22.2,3.5,1,0,0,1
"71","S17",20180214,"afternoon","none",96,31.9,"New",22.2,3.5,1,0,0,1
"72","S17",20180214,"afternoon","long.argus",96,31.9,"New",22.2,3.5,1,1,1,1
"73","S18",20180214,"afternoon","none",96,31.9,"New",22.2,3.5,1,0,0,1
"74","S19",20180214,"afternoon","none",96,31.9,"New",22.2,3.5,1,0,0,1
"75","S11",20180214,"afternoon","none",96,31.9,"New",22.2,3.5,1,0,0,1
"76","S12",20180214,"afternoon","none",96,31.9,"New",22.2,3.5,1,0,0,1
"77","S13",20180214,"afternoon","none",96,31.9,"New",22.2,3.5,1,0,0,1
"78","S20",20180214,"afternoon","none",96,31.9,"New",22.2,3.5,1,0,0,1
"79","S14",20180214,"evening","none",96,31.9,"New",22.2,3.5,1,0,0,0
"80","S14",20180214,"evening","short.argus",96,31.9,"New",22.2,3.5,1,2,2,0
"81","S15",20180214,"evening","none",96,31.9,"New",22.2,3.5,1,0,0,0
"82","S16",20180214,"evening","none",96,31.9,"New",22.2,3.5,1,0,0,0
"83","S16",20180214,"evening","long.argus",96,31.9,"New",22.2,3.5,1,1,1,0
"84","S16",20180214,"evening","short.argus",96,31.9,"New",22.2,3.5,1,1,1,0
"85","S17",20180214,"evening","none",96,31.9,"New",22.2,3.5,1,0,0,0
"86","S18",20180214,"evening","none",96,31.9,"New",22.2,3.5,1,0,0,0
"87","S18",20180214,"evening","long.argus",96,31.9,"New",22.2,3.5,1,2,2,0
"88","S18",20180214,"evening","short.argus",96,31.9,"New",22.2,3.5,1,1,1,0
"89","S19",20180214,"evening","none",96,31.9,"New",22.2,3.5,1,0,0,0
"90","S19",20180214,"evening","long.argus",96,31.9,"New",22.2,3.5,1,1,1,0
"91","S11",20180214,"evening","none",96,31.9,"New",22.2,3.5,1,0,0,0
"92","S12",20180214,"evening","none",96,31.9,"New",22.2,3.5,1,0,0,0
"93","S13",20180214,"evening","none",96,31.9,"New",22.2,3.5,1,0,0,0
"94","S20",20180214,"evening","none",96,31.9,"New",22.2,3.5,1,0,0,0
"95","S14",20180215,"madrugada","none",98,32,"New",22.8,0,3.5,0,0,0
"96","S14",20180215,"morning","none",98,32,"New",22.8,0,3.5,0,0,0
"97","S14",20180215,"morning","short.argus",98,32,"New",22.8,0,3.5,2,2,0
"98","S14",20180215,"afternoon","none",98,32,"New",22.8,0,3.5,0,0,0
"99","S14",20180215,"evening","none",98,32,"New",22.8,0,3.5,0,0,0
"100","S15",20180215,"madrugada","none",98,32,"New",22.8,0,3.5,0,0,0
"101","S15",20180215,"morning","none",98,32,"New",22.8,0,3.5,0,0,0
"102","S15",20180215,"afternoon","none",98,32,"New",22.8,0,3.5,0,0,0
"103","S15",20180215,"evening","none",98,32,"New",22.8,0,3.5,0,0,0
"104","S16",20180215,"madrugada","none",98,32,"New",22.8,0,3.5,0,0,0
"105","S16",20180215,"morning","none",98,32,"New",22.8,0,3.5,0,0,0
"106","S16",20180215,"afternoon","none",98,32,"New",22.8,0,3.5,0,0,0
"107","S16",20180215,"evening","none",98,32,"New",22.8,0,3.5,0,0,0
"108","S16",20180215,"evening","long.argus",98,32,"New",22.8,0,3.5,2,2,0
"109","S17",20180215,"madrugada","none",98,32,"New",22.8,0,3.5,0,0,0
"110","S17",20180215,"morning","none",98,32,"New",22.8,0,3.5,0,0,0
"111","S17",20180215,"morning","long.argus",98,32,"New",22.8,0,3.5,4,4,0
"112","S17",20180215,"afternoon","none",98,32,"New",22.8,0,3.5,0,0,0
"113","S17",20180215,"afternoon","long.argus",98,32,"New",22.8,0,3.5,1,1,0
"114","S17",20180215,"evening","none",98,32,"New",22.8,0,3.5,0,0,0
"115","S17",20180215,"evening","long.argus",98,32,"New",22.8,0,3.5,1,1,0
"116","S18",20180215,"madrugada","none",98,32,"New",22.8,0,3.5,0,0,0
"117","S18",20180215,"morning","none",98,32,"New",22.8,0,3.5,0,0,0
"118","S18",20180215,"morning","long.argus",98,32,"New",22.8,0,3.5,2,2,0
"119","S18",20180215,"morning","short.argus",98,32,"New",22.8,0,3.5,5,5,0
"120","S18",20180215,"afternoon","none",98,32,"New",22.8,0,3.5,0,0,0
"121","S18",20180215,"evening","none",98,32,"New",22.8,0,3.5,0,0,0
"122","S18",20180215,"evening","long.argus",98,32,"New",22.8,0,3.5,2,2,0
"123","S19",20180215,"madrugada","none",98,32,"New",22.8,0,3.5,0,0,0
"124","S19",20180215,"morning","none",98,32,"New",22.8,0,3.5,0,0,0
"125","S19",20180215,"afternoon","none",98,32,"New",22.8,0,3.5,0,0,0
"126","S19",20180215,"evening","none",98,32,"New",22.8,0,3.5,0,0,0
"127","S11",20180215,"madrugada","none",98,32,"New",22.8,0,3.5,0,0,0
"128","S11",20180215,"morning","none",98,32,"New",22.8,0,3.5,0,0,0
"129","S11",20180215,"morning","long.argus",98,32,"New",22.8,0,3.5,2,2,0
"130","S11",20180215,"morning","short.argus",98,32,"New",22.8,0,3.5,20,20,0
"131","S11",20180215,"afternoon","none",98,32,"New",22.8,0,3.5,0,0,0
"132","S11",20180215,"evening","none",98,32,"New",22.8,0,3.5,0,0,0
"133","S12",20180215,"madrugada","none",98,32,"New",22.8,0,3.5,0,0,0
"134","S12",20180215,"morning","none",98,32,"New",22.8,0,3.5,0,0,0
"135","S12",20180215,"morning","long.argus",98,32,"New",22.8,0,3.5,1,1,0
"136","S12",20180215,"afternoon","none",98,32,"New",22.8,0,3.5,0,0,0
"137","S12",20180215,"evening","none",98,32,"New",22.8,0,3.5,0,0,0
"138","S13",20180215,"madrugada","none",98,32,"New",22.8,0,3.5,0,0,0
"139","S13",20180215,"morning","none",98,32,"New",22.8,0,3.5,0,0,0
"140","S13",20180215,"afternoon","none",98,32,"New",22.8,0,3.5,0,0,0
"141","S13",20180215,"evening","none",98,32,"New",22.8,0,3.5,0,0,0
"142","S20",20180215,"madrugada","none",98,32,"New",22.8,0,3.5,0,0,0
"143","S20",20180215,"morning","none",98,32,"New",22.8,0,3.5,0,0,0
"144","S20",20180215,"morning","long.argus",98,32,"New",22.8,0,3.5,2,2,0
"145","S20",20180215,"afternoon","none",98,32,"New",22.8,0,3.5,0,0,0
"146","S20",20180215,"afternoon","short.argus",98,32,"New",22.8,0,3.5,1,1,0
"147","S20",20180215,"evening","none",98,32,"New",22.8,0,3.5,0,0,0
"148","S14",20180216,"madrugada","none",97,32,"New",22.8,28.2,0,0,0,0
"149","S14",20180216,"madrugada","long.argus",97,32,"New",22.8,28.2,0,1,1,0
"150","S14",20180216,"madrugada","short.argus",97,32,"New",22.8,28.2,0,1,1,0
"151","S15",20180216,"madrugada","none",97,32,"New",22.8,28.2,0,0,0,0
"152","S16",20180216,"madrugada","none",97,32,"New",22.8,28.2,0,0,0,0
"153","S16",20180216,"madrugada","long.argus",97,32,"New",22.8,28.2,0,1,1,0
"154","S17",20180216,"madrugada","none",97,32,"New",22.8,28.2,0,0,0,0
"155","S17",20180216,"madrugada","long.argus",97,32,"New",22.8,28.2,0,2,2,0
"156","S18",20180216,"madrugada","none",97,32,"New",22.8,28.2,0,0,0,0
"157","S18",20180216,"madrugada","long.argus",97,32,"New",22.8,28.2,0,4,4,0
"158","S19",20180216,"madrugada","none",97,32,"New",22.8,28.2,0,0,0,0
"159","S19",20180216,"madrugada","long.argus",97,32,"New",22.8,28.2,0,3,3,0
"160","S11",20180216,"madrugada","none",97,32,"New",22.8,28.2,0,0,0,0
"161","S11",20180216,"madrugada","short.argus",97,32,"New",22.8,28.2,0,16,16,0
"162","S12",20180216,"madrugada","none",97,32,"New",22.8,28.2,0,0,0,0
"163","S12",20180216,"madrugada","long.argus",97,32,"New",22.8,28.2,0,2,2,0
"164","S13",20180216,"madrugada","none",97,32,"New",22.8,28.2,0,0,0,0
"165","S20",20180216,"madrugada","none",97,32,"New",22.8,28.2,0,0,0,0
"166","S14",20180216,"morning","none",97,32,"New",22.8,28.2,0,0,0,0
"167","S14",20180216,"morning","short.argus",97,32,"New",22.8,28.2,0,3,3,0
"168","S15",20180216,"morning","none",97,32,"New",22.8,28.2,0,0,0,0
"169","S16",20180216,"morning","none",97,32,"New",22.8,28.2,0,0,0,0
"170","S17",20180216,"morning","none",97,32,"New",22.8,28.2,0,0,0,0
"171","S18",20180216,"morning","none",97,32,"New",22.8,28.2,0,0,0,0
"172","S18",20180216,"morning","long.argus",97,32,"New",22.8,28.2,0,2,2,0
"173","S18",20180216,"morning","short.argus",97,32,"New",22.8,28.2,0,11,11,0
"174","S19",20180216,"morning","none",97,32,"New",22.8,28.2,0,0,0,0
"175","S11",20180216,"morning","none",97,32,"New",22.8,28.2,0,0,0,0
"176","S11",20180216,"morning","long.argus",97,32,"New",22.8,28.2,0,1,1,0
"177","S12",20180216,"morning","none",97,32,"New",22.8,28.2,0,0,0,0
"178","S13",20180216,"morning","none",97,32,"New",22.8,28.2,0,0,0,0
"179","S20",20180216,"morning","long.argus",97,32,"New",22.8,28.2,0,1,1,0
"180","S20",20180216,"morning","short.argus",97,32,"New",22.8,28.2,0,10,10,0
"181","S14",20180216,"afternoon","none",97,32,"New",22.8,28.2,0,0,0,1
"182","S15",20180216,"afternoon","none",97,32,"New",22.8,28.2,0,0,0,1
"183","S16",20180216,"afternoon","none",97,32,"New",22.8,28.2,0,0,0,1
"184","S17",20180216,"afternoon","none",97,32,"New",22.8,28.2,0,0,0,1
"185","S18",20180216,"afternoon","none",97,32,"New",22.8,28.2,0,0,0,1
"186","S19",20180216,"afternoon","none",97,32,"New",22.8,28.2,0,0,0,1
"187","S11",20180216,"afternoon","none",97,32,"New",22.8,28.2,0,0,0,1
"188","S12",20180216,"afternoon","none",97,32,"New",22.8,28.2,0,0,0,1
"189","S13",20180216,"afternoon","none",97,32,"New",22.8,28.2,0,0,0,1
"190","S20",20180216,"afternoon","none",97,32,"New",22.8,28.2,0,0,0,1
"191","S20",20180216,"afternoon","short.argus",97,32,"New",22.8,28.2,0,1,1,1
"192","S14",20180216,"evening","none",97,32,"New",22.8,28.2,0,0,0,0
"193","S15",20180216,"evening","none",97,32,"New",22.8,28.2,0,0,0,0
"194","S16",20180216,"evening","none",97,32,"New",22.8,28.2,0,0,0,0
"195","S16",20180216,"evening","long.argus",97,32,"New",22.8,28.2,0,1,1,0
"196","S17",20180216,"evening","none",97,32,"New",22.8,28.2,0,0,0,0
"197","S18",20180216,"evening","none",97,32,"New",22.8,28.2,0,0,0,0
"198","S19",20180216,"evening","none",97,32,"New",22.8,28.2,0,0,0,0
"199","S19",20180216,"evening","long.argus",97,32,"New",22.8,28.2,0,1,1,0
"200","S11",20180216,"evening","none",97,32,"New",22.8,28.2,0,0,0,0
"201","S12",20180216,"evening","none",97,32,"New",22.8,28.2,0,0,0,0
"202","S13",20180216,"evening","none",97,32,"New",22.8,28.2,0,0,0,0
"203","S13",20180216,"evening","long.argus",97,32,"New",22.8,28.2,0,1,1,0
"204","S20",20180216,"evening","none",97,32,"New",22.8,28.2,0,0,0,0
"205","S14",20180217,"madrugada","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"206","S14",20180217,"madrugada","long.argus",98,31.6,"New",23.2,1.3,28.2,2,2,0
"207","S14",20180217,"madrugada","short.argus",98,31.6,"New",23.2,1.3,28.2,2,2,0
"208","S15",20180217,"madrugada","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"209","S16",20180217,"madrugada","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"210","S17",20180217,"madrugada","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"211","S18",20180217,"madrugada","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"212","S18",20180217,"madrugada","long.argus",98,31.6,"New",23.2,1.3,28.2,2,2,0
"213","S19",20180217,"madrugada","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"214","S19",20180217,"madrugada","long.argus",98,31.6,"New",23.2,1.3,28.2,1,1,0
"215","S11",20180217,"madrugada","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"216","S12",20180217,"madrugada","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"217","S13",20180217,"madrugada","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"218","S20",20180217,"madrugada","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"219","S14",20180217,"morning","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"220","S14",20180217,"morning","long.argus",98,31.6,"New",23.2,1.3,28.2,1,1,0
"221","S14",20180217,"morning","short.argus",98,31.6,"New",23.2,1.3,28.2,14,14,0
"222","S15",20180217,"morning","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"223","S16",20180217,"morning","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"224","S17",20180217,"morning","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"225","S17",20180217,"morning","long.argus",98,31.6,"New",23.2,1.3,28.2,1,1,0
"226","S17",20180217,"morning","short.argus",98,31.6,"New",23.2,1.3,28.2,1,1,0
"227","S18",20180217,"morning","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"228","S18",20180217,"morning","long.argus",98,31.6,"New",23.2,1.3,28.2,2,2,0
"229","S18",20180217,"morning","short.argus",98,31.6,"New",23.2,1.3,28.2,6,6,0
"230","S19",20180217,"morning","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"231","S11",20180217,"morning","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"232","S11",20180217,"morning","long.argus",98,31.6,"New",23.2,1.3,28.2,1,1,0
"233","S11",20180217,"morning","short.argus",98,31.6,"New",23.2,1.3,28.2,7,7,0
"234","S12",20180217,"morning","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"235","S13",20180217,"morning","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"236","S20",20180217,"morning","none",98,31.6,"New",23.2,1.3,28.2,0,0,0
"237","S20",20180217,"morning","long.argus",98,31.6,"New",23.2,1.3,28.2,1,1,0
"238","S20",20180217,"morning","short.argus",98,31.6,"New",23.2,1.3,28.2,3,3,0
"239","S14",20180217,"afternoon","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"240","S15",20180217,"afternoon","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"241","S16",20180217,"afternoon","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"242","S16",20180217,"afternoon","long.argus",98,31.6,"New",23.2,1.3,28.2,1,1,1
"243","S16",20180217,"afternoon","short.argus",98,31.6,"New",23.2,1.3,28.2,2,2,1
"244","S17",20180217,"afternoon","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"245","S17",20180217,"afternoon","long.argus",98,31.6,"New",23.2,1.3,28.2,1,1,1
"246","S17",20180217,"afternoon","short.argus",98,31.6,"New",23.2,1.3,28.2,2,2,1
"247","S18",20180217,"afternoon","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"248","S18",20180217,"afternoon","long.argus",98,31.6,"New",23.2,1.3,28.2,1,1,1
"249","S19",20180217,"afternoon","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"250","S11",20180217,"afternoon","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"251","S12",20180217,"afternoon","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"252","S13",20180217,"afternoon","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"253","S20",20180217,"afternoon","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"254","S14",20180217,"evening","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"255","S15",20180217,"evening","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"256","S15",20180217,"evening","long.argus",98,31.6,"New",23.2,1.3,28.2,1,1,1
"257","S16",20180217,"evening","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"258","S16",20180217,"evening","long.argus",98,31.6,"New",23.2,1.3,28.2,2,2,1
"259","S17",20180217,"evening","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"260","S17",20180217,"evening","long.argus",98,31.6,"New",23.2,1.3,28.2,1,1,1
"261","S18",20180217,"evening","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"262","S18",20180217,"evening","long.argus",98,31.6,"New",23.2,1.3,28.2,1,1,1
"263","S19",20180217,"evening","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"264","S11",20180217,"evening","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"265","S12",20180217,"evening","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"266","S13",20180217,"evening","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"267","S13",20180217,"evening","long.argus",98,31.6,"New",23.2,1.3,28.2,1,1,1
"268","S20",20180217,"evening","none",98,31.6,"New",23.2,1.3,28.2,0,0,1
"269","S14",20180218,"madrugada","none",86,32.3,"New",23.5,0,1.3,0,0,0
"270","S14",20180218,"madrugada","long.argus",86,32.3,"New",23.5,0,1.3,2,2,0
"271","S14",20180218,"morning","none",86,32.3,"New",23.5,0,1.3,0,0,0
"272","S14",20180218,"morning","short.argus",86,32.3,"New",23.5,0,1.3,1,1,0
"273","S14",20180218,"afternoon","none",86,32.3,"New",23.5,0,1.3,0,0,0
"274","S14",20180218,"evening","none",86,32.3,"New",23.5,0,1.3,0,0,0
"275","S15",20180218,"madrugada","none",86,32.3,"New",23.5,0,1.3,0,0,0
"276","S15",20180218,"morning","none",86,32.3,"New",23.5,0,1.3,0,0,0
"277","S15",20180218,"afternoon","none",86,32.3,"New",23.5,0,1.3,0,0,0
"278","S15",20180218,"evening","none",86,32.3,"New",23.5,0,1.3,0,0,0
"279","S16",20180218,"madrugada","none",86,32.3,"New",23.5,0,1.3,0,0,0
"280","S16",20180218,"morning","none",86,32.3,"New",23.5,0,1.3,0,0,0
"281","S16",20180218,"afternoon","none",86,32.3,"New",23.5,0,1.3,0,0,0
"282","S16",20180218,"evening","none",86,32.3,"New",23.5,0,1.3,0,0,0
"283","S17",20180218,"madrugada","none",86,32.3,"New",23.5,0,1.3,0,0,0
"284","S17",20180218,"morning","none",86,32.3,"New",23.5,0,1.3,0,0,0
"285","S17",20180218,"morning","long.argus",86,32.3,"New",23.5,0,1.3,3,3,0
"286","S17",20180218,"morning","short.argus",86,32.3,"New",23.5,0,1.3,4,4,0
"287","S17",20180218,"afternoon","none",86,32.3,"New",23.5,0,1.3,0,0,0
"288","S17",20180218,"evening","none",86,32.3,"New",23.5,0,1.3,0,0,0
"289","S17",20180218,"evening","long.argus",86,32.3,"New",23.5,0,1.3,1,1,0
"290","S18",20180218,"madrugada","none",86,32.3,"New",23.5,0,1.3,0,0,0
"291","S18",20180218,"madrugada","long.argus",86,32.3,"New",23.5,0,1.3,1,1,0
"292","S18",20180218,"morning","long.argus",86,32.3,"New",23.5,0,1.3,4,4,0
"293","S18",20180218,"morning","short.argus",86,32.3,"New",23.5,0,1.3,14,14,0
"294","S18",20180218,"afternoon","none",86,32.3,"New",23.5,0,1.3,0,0,0
"295","S18",20180218,"afternoon","long.argus",86,32.3,"New",23.5,0,1.3,2,2,0
"296","S18",20180218,"evening","none",86,32.3,"New",23.5,0,1.3,0,0,0
"297","S18",20180218,"evening","long.argus",86,32.3,"New",23.5,0,1.3,2,2,0
"298","S19",20180218,"madrugada","none",86,32.3,"New",23.5,0,1.3,0,0,0
"299","S19",20180218,"morning","none",86,32.3,"New",23.5,0,1.3,0,0,0
"300","S19",20180218,"afternoon","none",86,32.3,"New",23.5,0,1.3,0,0,0
"301","S19",20180218,"evening","none",86,32.3,"New",23.5,0,1.3,0,0,0
"302","S11",20180218,"madrugada","none",86,32.3,"New",23.5,0,1.3,0,0,0
"303","S11",20180218,"madrugada","long.argus",86,32.3,"New",23.5,0,1.3,1,1,0
"304","S11",20180218,"morning","none",86,32.3,"New",23.5,0,1.3,0,0,0
"305","S11",20180218,"morning","long.argus",86,32.3,"New",23.5,0,1.3,2,2,0
"306","S11",20180218,"morning","short.argus",86,32.3,"New",23.5,0,1.3,11,11,0
"307","S11",20180218,"afternoon","none",86,32.3,"New",23.5,0,1.3,0,0,0
"308","S11",20180218,"evening","none",86,32.3,"New",23.5,0,1.3,0,0,0
"309","S12",20180218,"madrugada","none",86,32.3,"New",23.5,0,1.3,0,0,0
"310","S12",20180218,"morning","none",86,32.3,"New",23.5,0,1.3,0,0,0
"311","S12",20180218,"afternoon","none",86,32.3,"New",23.5,0,1.3,0,0,0
"312","S12",20180218,"evening","none",86,32.3,"New",23.5,0,1.3,0,0,0
"313","S13",20180218,"madrugada","none",86,32.3,"New",23.5,0,1.3,0,0,0
"314","S13",20180218,"morning","none",86,32.3,"New",23.5,0,1.3,0,0,0
"315","S13",20180218,"afternoon","none",86,32.3,"New",23.5,0,1.3,0,0,0
"316","S13",20180218,"evening","none",86,32.3,"New",23.5,0,1.3,0,0,0
"317","S20",20180218,"madrugada","none",86,32.3,"New",23.5,0,1.3,0,0,0
"318","S20",20180218,"morning","none",86,32.3,"New",23.5,0,1.3,0,0,0
"319","S20",20180218,"morning","long.argus",86,32.3,"New",23.5,0,1.3,1,1,0
"320","S20",20180218,"morning","short.argus",86,32.3,"New",23.5,0,1.3,8,8,0
"321","S20",20180218,"afternoon","none",86,32.3,"New",23.5,0,1.3,0,0,0
"322","S20",20180218,"evening","none",86,32.3,"New",23.5,0,1.3,0,0,0
"323","S14",20180219,"madrugada","none",96,32.4,"New",24.1,1.2,0,0,0,0
"324","S14",20180219,"morning","none",96,32.4,"New",24.1,1.2,0,0,0,0
"325","S14",20180219,"morning","short.argus",96,32.4,"New",24.1,1.2,0,2,2,0
"326","S14",20180219,"afternoon","none",96,32.4,"New",24.1,1.2,0,0,0,0
"327","S14",20180219,"evening","none",96,32.4,"New",24.1,1.2,0,0,0,0
"328","S15",20180219,"madrugada","none",96,32.4,"New",24.1,1.2,0,0,0,0
