recorder,humidity,temp,precip.day.of,tmin,precip.day.before,hours.sun,date,lunar.vals,month,day,time.bin.id,rain.bin,call.type,n.calls,log.recorder.offset
S12,97,31.9,1.5,23.2,0,6,20180318,New,3,18,morning,0,long.argus,2,1.791759469
S15,97,31.9,1.5,23.2,0,6,20180318,New,3,18,morning,0,long.argus,4,1.791759469
S17,97,31.9,1.5,23.2,0,6,20180318,New,3,18,morning,0,long.argus,1,1.791759469
S17,97,31.9,1.5,23.2,0,6,20180318,New,3,18,morning,0,short.argus,12,1.791759469
S19,97,31.9,1.5,23.2,0,6,20180318,New,3,18,morning,0,long.argus,1,1.791759469
S18,97,31.9,1.5,23.2,0,6,20180318,New,3,18,morning,0,short.argus,8,1.791759469
S10,94,32.4,1.4,23.3,0,5.7,20180619,Waxing,6,19,evening,0,long.argus,1,0
S10,94,32.4,1.4,23.3,0,5.7,20180619,Waxing,6,19,evening,0,short.argus,1,0
S19,98,31.1,3.2,22.8,14.1,4.4,20180421,Waxing,4,21,evening,0,short.argus,1,0
S19,98,31.1,3.2,22.8,14.1,4.4,20180421,Waxing,4,21,madrugada,0,long.argus,1,0
S10,85,32.4,0,23.1,1.5,4.2,20180629,Full,6,29,evening,0,long.argus,2,0
S10,85,32.4,0,23.1,1.5,4.2,20180629,Full,6,29,morning,0,long.argus,2,0
S19,96,32.2,0.2,23.2,34,8,20180430,Full,4,30,evening,0,long.argus,2,0
S10,90,32.5,1.6,25,0,4.8,20180630,Full,6,30,evening,0,long.argus,2,0
S10,90,32.5,1.6,25,0,4.8,20180630,Full,6,30,madrugada,0,long.argus,1,0
S19,94,31.2,13.8,24.1,2,6.3,20180503,Full,5,3,madrugada,0,long.argus,2,0
S11,95,30.1,10.1,23.5,24.4,2.2,20180412,New,4,12,madrugada,0,long.argus,2,1.098612289
S11,95,30.1,10.1,23.5,24.4,2.2,20180412,New,4,12,madrugada,0,short.argus,2,1.098612289
S11,95,30.1,10.1,23.5,24.4,2.2,20180412,New,4,12,morning,1,long.argus,2,1.098612289
S11,95,30.1,10.1,23.5,24.4,2.2,20180412,New,4,12,morning,1,short.argus,3,1.098612289
S12,95,30.1,10.1,23.5,24.4,2.2,20180412,New,4,12,morning,1,long.argus,2,1.098612289
S13,95,30.1,10.1,23.5,24.4,2.2,20180412,New,4,12,morning,1,long.argus,2,1.098612289
S13,95,30.1,10.1,23.5,24.4,2.2,20180412,New,4,12,morning,1,short.argus,3,1.098612289
S19,93,32.8,41.7,24.5,0,5.4,20180518,New,5,18,madrugada,0,long.argus,1,0
S10,92,34.3,39.7,22.6,0,6.4,20180621,Waxing,6,21,madrugada,0,short.argus,1,0
S19,97,32.8,0,25,8.6,6.7,20180424,Waxing,4,24,madrugada,0,long.argus,2,0
S19,97,32.8,0,25,8.6,6.7,20180424,Waxing,4,24,morning,0,long.argus,1,0
S19,96,31.5,0,24.3,0,3.4,20180425,Waxing,4,25,madrugada,0,long.argus,1,0
S19,96,31.5,0,24.3,0,3.4,20180425,Waxing,4,25,madrugada,0,short.argus,1,0
S10,96,32.4,9,22.4,3.1,6.6,20180625,Full,6,25,madrugada,0,long.argus,1,0.693147181
S19,96,32.4,9,22.4,3.1,6.6,20180625,Full,6,25,madrugada,0,long.argus,1,0.693147181
S10,96,32.4,9,22.4,3.1,6.6,20180625,Full,6,25,morning,0,long.argus,3,0.693147181
S19,96,32.4,9,22.4,3.1,6.6,20180625,Full,6,25,morning,0,long.argus,3,0.693147181
S19,96,32.3,25.4,24.5,0,5,20180428,Full,4,28,madrugada,0,long.argus,2,0
S19,93,32.1,34,23.9,25.4,6.3,20180429,Full,4,29,madrugada,0,long.argus,1,0
S19,93,32.1,34,23.9,25.4,6.3,20180429,Full,4,29,morning,0,long.argus,4,0
S19,94,32.3,0,23.8,13.8,7.5,20180504,Waning,5,4,morning,0,long.argus,2,0
S19,97,32.4,4,23.3,0.9,6.1,20180506,Waning,5,6,morning,0,long.argus,2,0
S19,98,33.2,0,23.9,4,7.9,20180507,Waning,5,7,morning,0,long.argus,1,0
S19,96,32.4,0,23.8,7.8,5.3,20180510,Waning,5,10,morning,0,long.argus,2,0
S19,96,33.9,0,24.1,0.1,7.6,20180515,New,5,15,morning,0,short.argus,1,0
S12,98,33.2,17.2,25,4.9,7.1,20180417,New,4,17,morning,0,long.argus,3,0
S12,97,30.2,62.4,24.5,5.5,2.9,20180419,New,4,19,morning,0,long.argus,1,0
S19,96,31.6,0.7,23.3,3.2,4.9,20180422,Waxing,4,22,morning,0,long.argus,1,0
S19,98,32,8.6,23.9,0.7,6.4,20180423,Waxing,4,23,morning,0,long.argus,1,0
S10,97,32.1,5.4,23.5,9,4.9,20180626,Full,6,26,morning,0,long.argus,4,0
S19,97,31.9,0,25,2.1,4.5,20180427,Full,4,27,morning,0,long.argus,1,0
