recorder,humidity,temp,precip.day.of,tmin,precip.day.before,hours.sun,date,lunar.vals,month,day,time.bin.id,rain.bin,call.type,n.calls,log.recorder.offset
S18,98,29.2,3.9,23.8,3.3,1.6,20180321,Waxing,3,21,morning,1,long.argus,3,1.791759469
S18,98,29.2,3.9,23.8,3.3,1.6,20180321,Waxing,3,21,morning,1,short.argus,7,1.791759469
S11,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,afternoon,0,long.argus,2,2.197224577
S11,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,afternoon,0,short.argus,14,2.197224577
S12,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,afternoon,0,long.argus,1,2.197224577
S13,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,afternoon,0,long.argus,1,2.197224577
S16,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,afternoon,0,long.argus,1,2.197224577
S17,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,afternoon,0,long.argus,1,2.197224577
S17,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,afternoon,0,short.argus,1,2.197224577
S18,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,afternoon,0,long.argus,3,2.197224577
S18,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,afternoon,0,short.argus,3,2.197224577
S19,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,afternoon,0,long.argus,2,2.197224577
S18,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,madrugada,0,long.argus,3,2.197224577
S12,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,morning,0,long.argus,2,2.197224577
S17,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,morning,0,long.argus,6,2.197224577
S17,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,morning,0,short.argus,16,2.197224577
S18,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,morning,0,long.argus,2,2.197224577
S18,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,morning,0,short.argus,30,2.197224577
S11,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,morning,0,short.argus,11,2.197224577
S14,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,morning,0,short.argus,1,2.197224577
S20,97,30.4,0,23.8,0.7,2.3,20180222,Waxing,2,22,morning,0,short.argus,1,2.197224577
S11,98,31.5,3.4,23.9,3.9,5.3,20180322,Waxing,3,22,afternoon,1,long.argus,2,1.609437912
S11,98,31.5,3.4,23.9,3.9,5.3,20180322,Waxing,3,22,afternoon,1,short.argus,1,1.609437912
S16,98,31.5,3.4,23.9,3.9,5.3,20180322,Waxing,3,22,evening,1,short.argus,1,1.609437912
S17,98,31.5,3.4,23.9,3.9,5.3,20180322,Waxing,3,22,madrugada,0,long.argus,1,1.609437912
S18,98,31.5,3.4,23.9,3.9,5.3,20180322,Waxing,3,22,madrugada,0,long.argus,2,1.609437912
S18,98,31.5,3.4,23.9,3.9,5.3,20180322,Waxing,3,22,madrugada,0,short.argus,2,1.609437912
S11,98,31.5,3.4,23.9,3.9,5.3,20180322,Waxing,3,22,madrugada,0,short.argus,1,1.609437912
S16,98,31.5,3.4,23.9,3.9,5.3,20180322,Waxing,3,22,madrugada,0,short.argus,1,1.609437912
S11,98,31.5,3.4,23.9,3.9,5.3,20180322,Waxing,3,22,morning,0,long.argus,2,1.609437912
S11,98,31.5,3.4,23.9,3.9,5.3,20180322,Waxing,3,22,morning,0,short.argus,6,1.609437912
S12,98,31.5,3.4,23.9,3.9,5.3,20180322,Waxing,3,22,morning,0,long.argus,3,1.609437912
S17,98,31.5,3.4,23.9,3.9,5.3,20180322,Waxing,3,22,morning,0,long.argus,2,1.609437912
S17,98,31.5,3.4,23.9,3.9,5.3,20180322,Waxing,3,22,morning,0,short.argus,1,1.609437912
S18,98,31.5,3.4,23.9,3.9,5.3,20180322,Waxing,3,22,morning,0,long.argus,3,1.609437912
S18,98,31.5,3.4,23.9,3.9,5.3,20180322,Waxing,3,22,morning,0,short.argus,7,1.609437912
S10,91,31.9,0,23.5,39.7,0.8,20180622,Waxing,6,22,afternoon,0,short.argus,1,0.693147181
S19,91,31.9,0,23.5,39.7,0.8,20180622,Waxing,6,22,evening,0,long.argus,2,0.693147181
S11,97,30.8,9.5,23.2,0,5.6,20180223,Waxing,2,23,afternoon,1,long.argus,1,1.791759469
S17,97,30.8,9.5,23.2,0,5.6,20180223,Waxing,2,23,afternoon,1,long.argus,1,1.791759469
S18,97,30.8,9.5,23.2,0,5.6,20180223,Waxing,2,23,evening,1,long.argus,1,1.791759469
S18,97,30.8,9.5,23.2,0,5.6,20180223,Waxing,2,23,madrugada,0,long.argus,4,1.791759469
S11,97,30.8,9.5,23.2,0,5.6,20180223,Waxing,2,23,morning,1,long.argus,1,1.791759469
S12,97,30.8,9.5,23.2,0,5.6,20180223,Waxing,2,23,morning,1,long.argus,1,1.791759469
S17,97,30.8,9.5,23.2,0,5.6,20180223,Waxing,2,23,morning,1,long.argus,3,1.791759469
S17,97,30.8,9.5,23.2,0,5.6,20180223,Waxing,2,23,morning,1,short.argus,4,1.791759469
S14,97,30.8,9.5,23.2,0,5.6,20180223,Waxing,2,23,morning,1,short.argus,5,1.791759469
S18,97,30.8,9.5,23.2,0,5.6,20180223,Waxing,2,23,morning,1,short.argus,19,1.791759469
S20,97,30.8,9.5,23.2,0,5.6,20180223,Waxing,2,23,morning,1,short.argus,5,1.791759469
S11,97,30.1,2.7,23.2,3.4,3.6,20180323,Waxing,3,23,afternoon,1,long.argus,1,1.609437912
S11,97,30.1,2.7,23.2,3.4,3.6,20180323,Waxing,3,23,afternoon,1,short.argus,5,1.609437912
S11,97,30.1,2.7,23.2,3.4,3.6,20180323,Waxing,3,23,madrugada,1,long.argus,2,1.609437912
S18,97,30.1,2.7,23.2,3.4,3.6,20180323,Waxing,3,23,madrugada,1,long.argus,2,1.609437912
S11,97,30.1,2.7,23.2,3.4,3.6,20180323,Waxing,3,23,morning,1,long.argus,6,1.609437912
S11,97,30.1,2.7,23.2,3.4,3.6,20180323,Waxing,3,23,morning,1,short.argus,6,1.609437912
S12,97,30.1,2.7,23.2,3.4,3.6,20180323,Waxing,3,23,morning,1,long.argus,2,1.609437912
S17,97,30.1,2.7,23.2,3.4,3.6,20180323,Waxing,3,23,morning,1,long.argus,1,1.609437912
S18,97,30.1,2.7,23.2,3.4,3.6,20180323,Waxing,3,23,morning,1,long.argus,2,1.609437912
S18,97,30.1,2.7,23.2,3.4,3.6,20180323,Waxing,3,23,morning,1,short.argus,2,1.609437912
S19,97,30.1,2.7,23.2,3.4,3.6,20180323,Waxing,3,23,morning,1,long.argus,1,1.609437912
S19,97,32.5,0.7,22.8,0,5.1,20180623,Waxing,6,23,afternoon,0,long.argus,2,0.693147181
S10,97,32.5,0.7,22.8,0,5.1,20180623,Waxing,6,23,afternoon,0,short.argus,1,0.693147181
S19,97,32.5,0.7,22.8,0,5.1,20180623,Waxing,6,23,evening,0,long.argus,1,0.693147181
S19,97,32.5,0.7,22.8,0,5.1,20180623,Waxing,6,23,madrugada,1,long.argus,2,0.693147181
S17,97,30.4,23.3,23,9.5,4,20180224,Waxing,2,24,afternoon,1,long.argus,1,1.945910149
S11,97,30.4,23.3,23,9.5,4,20180224,Waxing,2,24,madrugada,0,long.argus,2,1.945910149
S17,97,30.4,23.3,23,9.5,4,20180224,Waxing,2,24,madrugada,0,long.argus,3,1.945910149
S18,97,30.4,23.3,23,9.5,4,20180224,Waxing,2,24,madrugada,0,long.argus,1,1.945910149
S19,97,30.4,23.3,23,9.5,4,20180224,Waxing,2,24,madrugada,0,long.argus,2,1.945910149
S11,97,30.4,23.3,23,9.5,4,20180224,Waxing,2,24,morning,1,long.argus,2,1.945910149
S11,97,30.4,23.3,23,9.5,4,20180224,Waxing,2,24,morning,1,short.argus,47,1.945910149
S12,97,30.4,23.3,23,9.5,4,20180224,Waxing,2,24,morning,1,long.argus,1,1.945910149
S14,97,30.4,23.3,23,9.5,4,20180224,Waxing,2,24,morning,1,long.argus,4,1.945910149
S14,97,30.4,23.3,23,9.5,4,20180224,Waxing,2,24,morning,1,short.argus,17,1.945910149
S17,97,30.4,23.3,23,9.5,4,20180224,Waxing,2,24,morning,1,long.argus,5,1.945910149
S17,97,30.4,23.3,23,9.5,4,20180224,Waxing,2,24,morning,1,short.argus,14,1.945910149
S18,97,30.4,23.3,23,9.5,4,20180224,Waxing,2,24,morning,1,long.argus,3,1.945910149
S18,97,30.4,23.3,23,9.5,4,20180224,Waxing,2,24,morning,1,short.argus,17,1.945910149
S19,97,30.4,23.3,23,9.5,4,20180224,Waxing,2,24,morning,1,long.argus,1,1.945910149
S20,97,30.4,23.3,23,9.5,4,20180224,Waxing,2,24,morning,1,short.argus,8,1.945910149
S11,98,30.8,25.4,23.5,2.7,4.9,20180324,Waxing,3,24,afternoon,1,long.argus,1,1.609437912
S11,98,30.8,25.4,23.5,2.7,4.9,20180324,Waxing,3,24,afternoon,1,short.argus,1,1.609437912
S17,98,30.8,25.4,23.5,2.7,4.9,20180324,Waxing,3,24,afternoon,1,long.argus,1,1.609437912
S12,98,30.8,25.4,23.5,2.7,4.9,20180324,Waxing,3,24,madrugada,1,long.argus,1,1.609437912
S18,98,30.8,25.4,23.5,2.7,4.9,20180324,Waxing,3,24,madrugada,1,long.argus,1,1.609437912
S18,98,30.8,25.4,23.5,2.7,4.9,20180324,Waxing,3,24,madrugada,1,short.argus,1,1.609437912
S19,98,30.8,25.4,23.5,2.7,4.9,20180324,Waxing,3,24,madrugada,1,long.argus,1,1.609437912
S11,98,30.8,25.4,23.5,2.7,4.9,20180324,Waxing,3,24,madrugada,1,short.argus,1,1.609437912
S11,98,30.8,25.4,23.5,2.7,4.9,20180324,Waxing,3,24,morning,0,long.argus,3,1.609437912
S11,98,30.8,25.4,23.5,2.7,4.9,20180324,Waxing,3,24,morning,0,short.argus,4,1.609437912
S12,98,30.8,25.4,23.5,2.7,4.9,20180324,Waxing,3,24,morning,0,long.argus,2,1.609437912
S17,98,30.8,25.4,23.5,2.7,4.9,20180324,Waxing,3,24,morning,0,long.argus,1,1.609437912
S18,98,30.8,25.4,23.5,2.7,4.9,20180324,Waxing,3,24,morning,0,long.argus,2,1.609437912
S18,98,30.8,25.4,23.5,2.7,4.9,20180324,Waxing,3,24,morning,0,short.argus,8,1.609437912
S10,96,33.3,3.1,23.9,0.7,7,20180624,Waxing,6,24,afternoon,0,long.argus,1,0.693147181
S19,96,33.3,3.1,23.9,0.7,7,20180624,Waxing,6,24,madrugada,0,long.argus,2,0.693147181
S19,96,33.3,3.1,23.9,0.7,7,20180624,Waxing,6,24,morning,0,long.argus,2,0.693147181
S13,95,25.4,10.3,23.3,23.3,0,20180225,Waxing,2,25,afternoon,1,long.argus,1,2.079441542
S14,95,25.4,10.3,23.3,23.3,0,20180225,Waxing,2,25,evening,0,long.argus,1,2.079441542
S16,95,25.4,10.3,23.3,23.3,0,20180225,Waxing,2,25,evening,0,long.argus,1,2.079441542
S16,95,25.4,10.3,23.3,23.3,0,20180225,Waxing,2,25,evening,0,short.argus,1,2.079441542
S18,95,25.4,10.3,23.3,23.3,0,20180225,Waxing,2,25,evening,0,long.argus,2,2.079441542
S19,95,25.4,10.3,23.3,23.3,0,20180225,Waxing,2,25,evening,0,long.argus,1,2.079441542
S17,95,25.4,10.3,23.3,23.3,0,20180225,Waxing,2,25,evening,0,short.argus,1,2.079441542
S11,95,25.4,10.3,23.3,23.3,0,20180225,Waxing,2,25,madrugada,1,long.argus,2,2.079441542
S12,95,25.4,10.3,23.3,23.3,0,20180225,Waxing,2,25,madrugada,1,long.argus,1,2.079441542
S18,95,25.4,10.3,23.3,23.3,0,20180225,Waxing,2,25,madrugada,1,long.argus,2,2.079441542
S11,95,25.4,10.3,23.3,23.3,0,20180225,Waxing,2,25,morning,1,long.argus,1,2.079441542
S17,95,25.4,10.3,23.3,23.3,0,20180225,Waxing,2,25,morning,1,long.argus,2,2.079441542
S18,95,25.4,10.3,23.3,23.3,0,20180225,Waxing,2,25,morning,1,long.argus,2,2.079441542
S18,95,25.4,10.3,23.3,23.3,0,20180225,Waxing,2,25,morning,1,short.argus,1,2.079441542
S14,95,25.4,10.3,23.3,23.3,0,20180225,Waxing,2,25,morning,1,short.argus,1,2.079441542
S17,98,29.2,7,23.8,25.4,0.6,20180325,Waxing,3,25,afternoon,1,short.argus,1,1.609437912
S19,98,29.2,7,23.8,25.4,0.6,20180325,Waxing,3,25,evening,1,long.argus,1,1.609437912
S19,98,29.2,7,23.8,25.4,0.6,20180325,Waxing,3,25,evening,1,short.argus,1,1.609437912
S12,98,29.2,7,23.8,25.4,0.6,20180325,Waxing,3,25,madrugada,1,long.argus,1,1.609437912
S17,98,29.2,7,23.8,25.4,0.6,20180325,Waxing,3,25,madrugada,1,long.argus,1,1.609437912
S18,98,29.2,7,23.8,25.4,0.6,20180325,Waxing,3,25,madrugada,1,long.argus,3,1.609437912
S11,98,29.2,7,23.8,25.4,0.6,20180325,Waxing,3,25,madrugada,1,short.argus,3,1.609437912
S11,98,29.2,7,23.8,25.4,0.6,20180325,Waxing,3,25,morning,1,long.argus,2,1.609437912
S11,98,29.2,7,23.8,25.4,0.6,20180325,Waxing,3,25,morning,1,short.argus,2,1.609437912
S12,98,29.2,7,23.8,25.4,0.6,20180325,Waxing,3,25,morning,1,long.argus,3,1.609437912
S18,98,29.2,7,23.8,25.4,0.6,20180325,Waxing,3,25,morning,1,short.argus,11,1.609437912
S11,96,31.2,11,23.1,10.3,6.7,20180226,Waxing,2,26,afternoon,1,long.argus,2,2.079441542
S12,96,31.2,11,23.1,10.3,6.7,20180226,Waxing,2,26,afternoon,1,long.argus,1,2.079441542
S13,96,31.2,11,23.1,10.3,6.7,20180226,Waxing,2,26,afternoon,1,long.argus,1,2.079441542
S14,96,31.2,11,23.1,10.3,6.7,20180226,Waxing,2,26,afternoon,1,long.argus,1,2.079441542
S17,96,31.2,11,23.1,10.3,6.7,20180226,Waxing,2,26,afternoon,1,long.argus,3,2.079441542
S17,96,31.2,11,23.1,10.3,6.7,20180226,Waxing,2,26,afternoon,1,short.argus,1,2.079441542
S18,96,31.2,11,23.1,10.3,6.7,20180226,Waxing,2,26,afternoon,1,short.argus,4,2.079441542
S20,96,31.2,11,23.1,10.3,6.7,20180226,Waxing,2,26,afternoon,1,short.argus,2,2.079441542
S13,96,31.2,11,23.1,10.3,6.7,20180226,Waxing,2,26,madrugada,1,long.argus,2,2.079441542
S18,96,31.2,11,23.1,10.3,6.7,20180226,Waxing,2,26,madrugada,1,long.argus,2,2.079441542
S14,96,31.2,11,23.1,10.3,6.7,20180226,Waxing,2,26,morning,1,long.argus,1,2.079441542
S14,96,31.2,11,23.1,10.3,6.7,20180226,Waxing,2,26,morning,1,short.argus,8,2.079441542
S16,96,31.2,11,23.1,10.3,6.7,20180226,Waxing,2,26,morning,1,long.argus,2,2.079441542
S17,96,31.2,11,23.1,10.3,6.7,20180226,Waxing,2,26,morning,1,long.argus,2,2.079441542
S17,96,31.2,11,23.1,10.3,6.7,20180226,Waxing,2,26,morning,1,short.argus,10,2.079441542
S18,96,31.2,11,23.1,10.3,6.7,20180226,Waxing,2,26,morning,1,long.argus,1,2.079441542
S18,96,31.2,11,23.1,10.3,6.7,20180226,Waxing,2,26,morning,1,short.argus,7,2.079441542
S11,96,31.2,11,23.1,10.3,6.7,20180226,Waxing,2,26,morning,1,short.argus,5,2.079441542
S19,99,25.7,12.3,23.3,7,0,20180326,Waxing,3,26,afternoon,1,long.argus,1,1.098612289
S17,99,25.7,12.3,23.3,7,0,20180326,Waxing,3,26,morning,1,long.argus,2,1.098612289
S11,99,25.7,12.3,23.3,7,0,20180326,Waxing,3,26,morning,1,short.argus,1,1.098612289
S19,98,32,2.1,24.5,0,7,20180426,Waxing,4,26,afternoon,0,long.argus,1,0
S19,98,32,2.1,24.5,0,7,20180426,Waxing,4,26,madrugada,0,long.argus,1,0
S17,97,32.2,0,23,11,7,20180227,Full,2,27,afternoon,0,long.argus,4,1.945910149
S17,97,32.2,0,23,11,7,20180227,Full,2,27,afternoon,0,short.argus,4,1.945910149
S11,97,32.2,0,23,11,7,20180227,Full,2,27,afternoon,0,short.argus,2,1.945910149
S13,97,32.2,0,23,11,7,20180227,Full,2,27,evening,0,long.argus,1,1.945910149
S12,97,32.2,0,23,11,7,20180227,Full,2,27,madrugada,0,long.argus,2,1.945910149
S13,97,32.2,0,23,11,7,20180227,Full,2,27,madrugada,0,long.argus,1,1.945910149
S18,97,32.2,0,23,11,7,20180227,Full,2,27,madrugada,0,long.argus,2,1.945910149
S19,97,32.2,0,23,11,7,20180227,Full,2,27,madrugada,0,long.argus,1,1.945910149
S11,97,32.2,0,23,11,7,20180227,Full,2,27,morning,0,long.argus,3,1.945910149
S11,97,32.2,0,23,11,7,20180227,Full,2,27,morning,0,short.argus,4,1.945910149
S13,97,32.2,0,23,11,7,20180227,Full,2,27,morning,0,long.argus,2,1.945910149
S14,97,32.2,0,23,11,7,20180227,Full,2,27,morning,0,long.argus,1,1.945910149
S14,97,32.2,0,23,11,7,20180227,Full,2,27,morning,0,short.argus,8,1.945910149
S17,97,32.2,0,23,11,7,20180227,Full,2,27,morning,0,long.argus,5,1.945910149
S17,97,32.2,0,23,11,7,20180227,Full,2,27,morning,0,short.argus,18,1.945910149
S18,97,32.2,0,23,11,7,20180227,Full,2,27,morning,0,long.argus,1,1.945910149
S18,97,32.2,0,23,11,7,20180227,Full,2,27,morning,0,short.argus,14,1.945910149
S19,97,32.2,0,23,11,7,20180227,Full,2,27,morning,0,long.argus,2,1.945910149
S17,97,29.4,0,23.9,12.3,0.9,20180327,Waxing,3,27,afternoon,0,long.argus,1,1.609437912
S19,97,29.4,0,23.9,12.3,0.9,20180327,Waxing,3,27,afternoon,0,long.argus,2,1.609437912
S18,97,29.4,0,23.9,12.3,0.9,20180327,Waxing,3,27,afternoon,0,short.argus,1,1.609437912
S11,97,29.4,0,23.9,12.3,0.9,20180327,Waxing,3,27,madrugada,0,long.argus,2,1.609437912
S11,97,29.4,0,23.9,12.3,0.9,20180327,Waxing,3,27,madrugada,0,short.argus,1,1.609437912
S12,97,29.4,0,23.9,12.3,0.9,20180327,Waxing,3,27,madrugada,0,long.argus,1,1.609437912
S12,97,29.4,0,23.9,12.3,0.9,20180327,Waxing,3,27,morning,0,long.argus,1,1.609437912
S17,97,29.4,0,23.9,12.3,0.9,20180327,Waxing,3,27,morning,0,long.argus,3,1.609437912
S17,97,29.4,0,23.9,12.3,0.9,20180327,Waxing,3,27,morning,0,short.argus,1,1.609437912
S18,97,29.4,0,23.9,12.3,0.9,20180327,Waxing,3,27,morning,0,long.argus,3,1.609437912
S18,97,29.4,0,23.9,12.3,0.9,20180327,Waxing,3,27,morning,0,short.argus,4,1.609437912
S19,97,29.4,0,23.9,12.3,0.9,20180327,Waxing,3,27,morning,0,long.argus,2,1.609437912
S10,93,32.4,0.4,23,5.4,6.7,20180627,Full,6,27,afternoon,0,long.argus,1,0
S10,93,32.4,0.4,23,5.4,6.7,20180627,Full,6,27,morning,0,long.argus,2,0
S17,95,33.2,4.8,24.1,0,5.3,20180228,Full,2,28,afternoon,1,long.argus,2,2.079441542
S17,95,33.2,4.8,24.1,0,5.3,20180228,Full,2,28,afternoon,1,short.argus,1,2.079441542
S11,95,33.2,4.8,24.1,0,5.3,20180228,Full,2,28,afternoon,1,short.argus,1,2.079441542
S18,95,33.2,4.8,24.1,0,5.3,20180228,Full,2,28,madrugada,0,long.argus,1,2.079441542
S14,95,33.2,4.8,24.1,0,5.3,20180228,Full,2,28,madrugada,0,short.argus,1,2.079441542
S11,95,33.2,4.8,24.1,0,5.3,20180228,Full,2,28,morning,0,long.argus,3,2.079441542
S11,95,33.2,4.8,24.1,0,5.3,20180228,Full,2,28,morning,0,short.argus,7,2.079441542
S13,95,33.2,4.8,24.1,0,5.3,20180228,Full,2,28,morning,0,long.argus,1,2.079441542
S16,95,33.2,4.8,24.1,0,5.3,20180228,Full,2,28,morning,0,long.argus,1,2.079441542
S17,95,33.2,4.8,24.1,0,5.3,20180228,Full,2,28,morning,0,long.argus,5,2.079441542
S17,95,33.2,4.8,24.1,0,5.3,20180228,Full,2,28,morning,0,short.argus,9,2.079441542
S18,95,33.2,4.8,24.1,0,5.3,20180228,Full,2,28,morning,0,long.argus,3,2.079441542
S18,95,33.2,4.8,24.1,0,5.3,20180228,Full,2,28,morning,0,short.argus,21,2.079441542
S19,95,33.2,4.8,24.1,0,5.3,20180228,Full,2,28,morning,0,long.argus,1,2.079441542
S14,95,33.2,4.8,24.1,0,5.3,20180228,Full,2,28,morning,0,short.argus,6,2.079441542
S20,95,33.2,4.8,24.1,0,5.3,20180228,Full,2,28,morning,0,short.argus,20,2.079441542
S11,94,29.1,7.5,23.3,0,2,20180328,Full,3,28,afternoon,1,long.argus,1,1.609437912
S11,94,29.1,7.5,23.3,0,2,20180328,Full,3,28,afternoon,1,short.argus,1,1.609437912
S11,94,29.1,7.5,23.3,0,2,20180328,Full,3,28,madrugada,1,long.argus,1,1.609437912
S11,94,29.1,7.5,23.3,0,2,20180328,Full,3,28,madrugada,1,short.argus,2,1.609437912
S16,94,29.1,7.5,23.3,0,2,20180328,Full,3,28,madrugada,1,long.argus,1,1.609437912
S18,94,29.1,7.5,23.3,0,2,20180328,Full,3,28,madrugada,1,long.argus,2,1.609437912
S19,94,29.1,7.5,23.3,0,2,20180328,Full,3,28,madrugada,1,long.argus,1,1.609437912
S11,94,29.1,7.5,23.3,0,2,20180328,Full,3,28,morning,1,long.argus,6,1.609437912
S11,94,29.1,7.5,23.3,0,2,20180328,Full,3,28,morning,1,short.argus,5,1.609437912
S16,94,29.1,7.5,23.3,0,2,20180328,Full,3,28,morning,1,long.argus,6,1.609437912
S16,94,29.1,7.5,23.3,0,2,20180328,Full,3,28,morning,1,short.argus,7,1.609437912
S17,94,29.1,7.5,23.3,0,2,20180328,Full,3,28,morning,1,long.argus,2,1.609437912
S18,94,29.1,7.5,23.3,0,2,20180328,Full,3,28,morning,1,short.argus,1,1.609437912
S10,96,32.1,1.5,22.6,0.4,7.5,20180628,Full,6,28,afternoon,0,long.argus,2,0
S10,96,32.1,1.5,22.6,0.4,7.5,20180628,Full,6,28,madrugada,0,long.argus,1,0
S11,94,31.1,33.8,23.3,7.5,4.7,20180329,Full,3,29,afternoon,1,long.argus,2,1.609437912
S11,94,31.1,33.8,23.3,7.5,4.7,20180329,Full,3,29,afternoon,1,short.argus,2,1.609437912
S18,94,31.1,33.8,23.3,7.5,4.7,20180329,Full,3,29,afternoon,1,long.argus,1,1.609437912
S16,94,31.1,33.8,23.3,7.5,4.7,20180329,Full,3,29,madrugada,1,long.argus,2,1.609437912
S18,94,31.1,33.8,23.3,7.5,4.7,20180329,Full,3,29,madrugada,1,long.argus,1,1.609437912
S11,94,31.1,33.8,23.3,7.5,4.7,20180329,Full,3,29,madrugada,1,short.argus,1,1.609437912
S17,94,31.1,33.8,23.3,7.5,4.7,20180329,Full,3,29,madrugada,1,short.argus,1,1.609437912
S11,94,31.1,33.8,23.3,7.5,4.7,20180329,Full,3,29,morning,1,long.argus,3,1.609437912
S11,94,31.1,33.8,23.3,7.5,4.7,20180329,Full,3,29,morning,1,short.argus,4,1.609437912
S12,94,31.1,33.8,23.3,7.5,4.7,20180329,Full,3,29,morning,1,long.argus,2,1.609437912
S18,94,31.1,33.8,23.3,7.5,4.7,20180329,Full,3,29,morning,1,long.argus,2,1.609437912
S18,94,31.1,33.8,23.3,7.5,4.7,20180329,Full,3,29,morning,1,short.argus,8,1.609437912
S17,94,31.1,33.8,23.3,7.5,4.7,20180329,Full,3,29,morning,1,short.argus,1,1.609437912
S11,98,31.1,0,23.3,33.8,5.6,20180330,Full,3,30,afternoon,0,long.argus,2,1.945910149
S13,98,31.1,0,23.3,33.8,5.6,20180330,Full,3,30,afternoon,0,long.argus,1,1.945910149
S18,98,31.1,0,23.3,33.8,5.6,20180330,Full,3,30,evening,0,long.argus,1,1.945910149
S18,98,31.1,0,23.3,33.8,5.6,20180330,Full,3,30,evening,0,short.argus,1,1.945910149
S11,98,31.1,0,23.3,33.8,5.6,20180330,Full,3,30,madrugada,0,long.argus,1,1.945910149
S11,98,31.1,0,23.3,33.8,5.6,20180330,Full,3,30,madrugada,0,short.argus,1,1.945910149
S18,98,31.1,0,23.3,33.8,5.6,20180330,Full,3,30,madrugada,0,long.argus,2,1.945910149
S18,98,31.1,0,23.3,33.8,5.6,20180330,Full,3,30,madrugada,0,short.argus,1,1.945910149
S11,98,31.1,0,23.3,33.8,5.6,20180330,Full,3,30,morning,0,long.argus,2,1.945910149
S11,98,31.1,0,23.3,33.8,5.6,20180330,Full,3,30,morning,0,short.argus,2,1.945910149
S12,98,31.1,0,23.3,33.8,5.6,20180330,Full,3,30,morning,0,long.argus,1,1.945910149
S13,98,31.1,0,23.3,33.8,5.6,20180330,Full,3,30,morning,0,long.argus,1,1.945910149
S16,98,31.1,0,23.3,33.8,5.6,20180330,Full,3,30,morning,0,long.argus,4,1.945910149
S16,98,31.1,0,23.3,33.8,5.6,20180330,Full,3,30,morning,0,short.argus,10,1.945910149
S17,98,31.1,0,23.3,33.8,5.6,20180330,Full,3,30,morning,0,long.argus,3,1.945910149
S18,98,31.1,0,23.3,33.8,5.6,20180330,Full,3,30,morning,0,long.argus,2,1.945910149
S18,98,31.1,0,23.3,33.8,5.6,20180330,Full,3,30,morning,0,short.argus,14,1.945910149
S19,98,31.1,0,23.3,33.8,5.6,20180330,Full,3,30,morning,0,long.argus,1,1.945910149
S11,94,32.3,0,22.2,0,8.3,20180331,Full,3,31,afternoon,0,long.argus,2,1.386294361
S13,94,32.3,0,22.2,0,8.3,20180331,Full,3,31,afternoon,0,long.argus,1,1.386294361
S11,94,32.3,0,22.2,0,8.3,20180331,Full,3,31,evening,0,long.argus,1,1.386294361
S11,94,32.3,0,22.2,0,8.3,20180331,Full,3,31,evening,0,short.argus,1,1.386294361
S12,94,32.3,0,22.2,0,8.3,20180331,Full,3,31,evening,0,long.argus,1,1.386294361
S11,94,32.3,0,22.2,0,8.3,20180331,Full,3,31,madrugada,0,long.argus,3,1.386294361
S11,94,32.3,0,22.2,0,8.3,20180331,Full,3,31,madrugada,0,short.argus,2,1.386294361
S13,94,32.3,0,22.2,0,8.3,20180331,Full,3,31,madrugada,0,long.argus,1,1.386294361
S11,94,32.3,0,22.2,0,8.3,20180331,Full,3,31,morning,0,long.argus,2,1.386294361
S11,94,32.3,0,22.2,0,8.3,20180331,Full,3,31,morning,0,short.argus,4,1.386294361
S16,94,32.3,0,22.2,0,8.3,20180331,Full,3,31,morning,0,short.argus,1,1.386294361
S19,94,32,0.9,23,0,3.9,20180505,Waning,5,5,evening,0,long.argus,1,0
S11,97,31.9,1.5,23.2,0,6,20180318,New,3,18,evening,0,long.argus,2,1.791759469
S11,97,31.9,1.5,23.2,0,6,20180318,New,3,18,evening,0,short.argus,1,1.791759469
S12,97,31.9,1.5,23.2,0,6,20180318,New,3,18,evening,0,long.argus,1,1.791759469
S19,97,31.9,1.5,23.2,0,6,20180318,New,3,18,evening,0,long.argus,2,1.791759469
S12,97,31.9,1.5,23.2,0,6,20180318,New,3,18,madrugada,0,long.argus,2,1.791759469
S19,97,31.9,1.5,23.2,0,6,20180318,New,3,18,madrugada,0,long.argus,1,1.791759469
S11,97,31.9,1.5,23.2,0,6,20180318,New,3,18,morning,0,long.argus,1,1.791759469
S11,97,31.9,1.5,23.2,0,6,20180318,New,3,18,morning,0,short.argus,4,1.791759469
