"","date.time","recorder","call.type","n.detections","date","humidity","temp","precip.day.of","tmin","precip.day.before","hours.sun","time","lunar.vals","time.bin.id","index"
"2849","20180213_00","S14","none",0,"20180213",97,26.1,1,23.2,0,0,0,"New","madrugada","S14_20180213_madrugada"
"2850","20180213_02","S14","none",0,"20180213",97,26.1,1,23.2,0,0,2,"New","madrugada","S14_20180213_madrugada"
"2851","20180213_04","S14","none",0,"20180213",97,26.1,1,23.2,0,0,4,"New","madrugada","S14_20180213_madrugada"
"2852","20180213_06","S14","none",0,"20180213",97,26.1,1,23.2,0,0,6,"New","madrugada","S14_20180213_madrugada"
"3192","20180213_00","S15","none",0,"20180213",97,26.1,1,23.2,0,0,0,"New","madrugada","S15_20180213_madrugada"
"3193","20180213_02","S15","none",0,"20180213",97,26.1,1,23.2,0,0,2,"New","madrugada","S15_20180213_madrugada"
"3194","20180213_04","S15","none",0,"20180213",97,26.1,1,23.2,0,0,4,"New","madrugada","S15_20180213_madrugada"
"3195","20180213_06","S15","none",0,"20180213",97,26.1,1,23.2,0,0,6,"New","madrugada","S15_20180213_madrugada"
"4028","20180213_00","S16","none",0,"20180213",97,26.1,1,23.2,0,0,0,"New","madrugada","S16_20180213_madrugada"
"4029","20180213_02","S16","none",0,"20180213",97,26.1,1,23.2,0,0,2,"New","madrugada","S16_20180213_madrugada"
"4030","20180213_04","S16","none",0,"20180213",97,26.1,1,23.2,0,0,4,"New","madrugada","S16_20180213_madrugada"
"4031","20180213_06","S16","none",0,"20180213",97,26.1,1,23.2,0,0,6,"New","madrugada","S16_20180213_madrugada"
"4654","20180213_04","S17","long.argus",1,"20180213",97,26.1,1,23.2,0,0,4,"New","madrugada","S17_20180213_madrugada"
"4894","20180213_00","S17","none",0,"20180213",97,26.1,1,23.2,0,0,0,"New","madrugada","S17_20180213_madrugada"
"4895","20180213_02","S17","none",0,"20180213",97,26.1,1,23.2,0,0,2,"New","madrugada","S17_20180213_madrugada"
"4896","20180213_06","S17","none",0,"20180213",97,26.1,1,23.2,0,0,6,"New","madrugada","S17_20180213_madrugada"
"5985","20180213_00","S18","none",0,"20180213",97,26.1,1,23.2,0,0,0,"New","madrugada","S18_20180213_madrugada"
"5986","20180213_02","S18","none",0,"20180213",97,26.1,1,23.2,0,0,2,"New","madrugada","S18_20180213_madrugada"
"5987","20180213_04","S18","none",0,"20180213",97,26.1,1,23.2,0,0,4,"New","madrugada","S18_20180213_madrugada"
"5988","20180213_06","S18","none",0,"20180213",97,26.1,1,23.2,0,0,6,"New","madrugada","S18_20180213_madrugada"
"6602","20180213_00","S19","none",0,"20180213",97,26.1,1,23.2,0,0,0,"New","madrugada","S19_20180213_madrugada"
"6603","20180213_02","S19","none",0,"20180213",97,26.1,1,23.2,0,0,2,"New","madrugada","S19_20180213_madrugada"
"6604","20180213_04","S19","none",0,"20180213",97,26.1,1,23.2,0,0,4,"New","madrugada","S19_20180213_madrugada"
"6605","20180213_06","S19","none",0,"20180213",97,26.1,1,23.2,0,0,6,"New","madrugada","S19_20180213_madrugada"
"275","20180214_04","S11","short.argus",8,"20180214",96,31.9,3.5,22.2,1,3.1,4,"New","madrugada","S11_20180214_madrugada"
"640","20180214_00","S11","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,0,"New","madrugada","S11_20180214_madrugada"
"641","20180214_02","S11","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,2,"New","madrugada","S11_20180214_madrugada"
"642","20180214_06","S11","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,6,"New","madrugada","S11_20180214_madrugada"
"1248","20180214_04","S12","long.argus",1,"20180214",96,31.9,3.5,22.2,1,3.1,4,"New","madrugada","S12_20180214_madrugada"
"1341","20180214_00","S12","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,0,"New","madrugada","S12_20180214_madrugada"
"1342","20180214_02","S12","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,2,"New","madrugada","S12_20180214_madrugada"
"1343","20180214_06","S12","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,6,"New","madrugada","S12_20180214_madrugada"
"2095","20180214_04","S13","long.argus",2,"20180214",96,31.9,3.5,22.2,1,3.1,4,"New","madrugada","S13_20180214_madrugada"
"2143","20180214_00","S13","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,0,"New","madrugada","S13_20180214_madrugada"
"2144","20180214_02","S13","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,2,"New","madrugada","S13_20180214_madrugada"
"2145","20180214_06","S13","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,6,"New","madrugada","S13_20180214_madrugada"
"2707","20180214_04","S14","short.argus",2,"20180214",96,31.9,3.5,22.2,1,3.1,4,"New","madrugada","S14_20180214_madrugada"
"2861","20180214_00","S14","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,0,"New","madrugada","S14_20180214_madrugada"
"2862","20180214_02","S14","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,2,"New","madrugada","S14_20180214_madrugada"
"2863","20180214_06","S14","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,6,"New","madrugada","S14_20180214_madrugada"
"3204","20180214_00","S15","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,0,"New","madrugada","S15_20180214_madrugada"
"3205","20180214_02","S15","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,2,"New","madrugada","S15_20180214_madrugada"
"3206","20180214_04","S15","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,4,"New","madrugada","S15_20180214_madrugada"
"3207","20180214_06","S15","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,6,"New","madrugada","S15_20180214_madrugada"
"4040","20180214_00","S16","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,0,"New","madrugada","S16_20180214_madrugada"
"4041","20180214_02","S16","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,2,"New","madrugada","S16_20180214_madrugada"
"4042","20180214_04","S16","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,4,"New","madrugada","S16_20180214_madrugada"
"4043","20180214_06","S16","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,6,"New","madrugada","S16_20180214_madrugada"
"4658","20180214_04","S17","long.argus",2,"20180214",96,31.9,3.5,22.2,1,3.1,4,"New","madrugada","S17_20180214_madrugada"
"4659","20180214_05","S17","long.argus",1,"20180214",96,31.9,3.5,22.2,1,3.1,5,"New","madrugada","S17_20180214_madrugada"
"4904","20180214_00","S17","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,0,"New","madrugada","S17_20180214_madrugada"
"4905","20180214_02","S17","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,2,"New","madrugada","S17_20180214_madrugada"
"4906","20180214_06","S17","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,6,"New","madrugada","S17_20180214_madrugada"
"5708","20180214_04","S18","long.argus",4,"20180214",96,31.9,3.5,22.2,1,3.1,4,"New","madrugada","S18_20180214_madrugada"
"5995","20180214_00","S18","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,0,"New","madrugada","S18_20180214_madrugada"
"5996","20180214_02","S18","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,2,"New","madrugada","S18_20180214_madrugada"
"5997","20180214_06","S18","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,6,"New","madrugada","S18_20180214_madrugada"
"6456","20180214_04","S19","long.argus",1,"20180214",96,31.9,3.5,22.2,1,3.1,4,"New","madrugada","S19_20180214_madrugada"
"6614","20180214_00","S19","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,0,"New","madrugada","S19_20180214_madrugada"
"6615","20180214_02","S19","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,2,"New","madrugada","S19_20180214_madrugada"
"6616","20180214_06","S19","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,6,"New","madrugada","S19_20180214_madrugada"
"7705","20180214_04","S20","long.argus",1,"20180214",96,31.9,3.5,22.2,1,3.1,4,"New","madrugada","S20_20180214_madrugada"
"7769","20180214_00","S20","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,0,"New","madrugada","S20_20180214_madrugada"
"7770","20180214_02","S20","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,2,"New","madrugada","S20_20180214_madrugada"
"7771","20180214_06","S20","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,6,"New","madrugada","S20_20180214_madrugada"
"650","20180215_00","S11","none",0,"20180215",98,32,0,22.8,3.5,8.4,0,"New","madrugada","S11_20180215_madrugada"
"651","20180215_02","S11","none",0,"20180215",98,32,0,22.8,3.5,8.4,2,"New","madrugada","S11_20180215_madrugada"
"652","20180215_04","S11","none",0,"20180215",98,32,0,22.8,3.5,8.4,4,"New","madrugada","S11_20180215_madrugada"
"653","20180215_06","S11","none",0,"20180215",98,32,0,22.8,3.5,8.4,6,"New","madrugada","S11_20180215_madrugada"
"1351","20180215_00","S12","none",0,"20180215",98,32,0,22.8,3.5,8.4,0,"New","madrugada","S12_20180215_madrugada"
"1352","20180215_02","S12","none",0,"20180215",98,32,0,22.8,3.5,8.4,2,"New","madrugada","S12_20180215_madrugada"
"1353","20180215_04","S12","none",0,"20180215",98,32,0,22.8,3.5,8.4,4,"New","madrugada","S12_20180215_madrugada"
"1354","20180215_06","S12","none",0,"20180215",98,32,0,22.8,3.5,8.4,6,"New","madrugada","S12_20180215_madrugada"
"2154","20180215_00","S13","none",0,"20180215",98,32,0,22.8,3.5,8.4,0,"New","madrugada","S13_20180215_madrugada"
"2155","20180215_02","S13","none",0,"20180215",98,32,0,22.8,3.5,8.4,2,"New","madrugada","S13_20180215_madrugada"
"2156","20180215_04","S13","none",0,"20180215",98,32,0,22.8,3.5,8.4,4,"New","madrugada","S13_20180215_madrugada"
"2157","20180215_06","S13","none",0,"20180215",98,32,0,22.8,3.5,8.4,6,"New","madrugada","S13_20180215_madrugada"
"2871","20180215_00","S14","none",0,"20180215",98,32,0,22.8,3.5,8.4,0,"New","madrugada","S14_20180215_madrugada"
"2872","20180215_02","S14","none",0,"20180215",98,32,0,22.8,3.5,8.4,2,"New","madrugada","S14_20180215_madrugada"
"2873","20180215_04","S14","none",0,"20180215",98,32,0,22.8,3.5,8.4,4,"New","madrugada","S14_20180215_madrugada"
"2874","20180215_06","S14","none",0,"20180215",98,32,0,22.8,3.5,8.4,6,"New","madrugada","S14_20180215_madrugada"
"3216","20180215_00","S15","none",0,"20180215",98,32,0,22.8,3.5,8.4,0,"New","madrugada","S15_20180215_madrugada"
"3217","20180215_02","S15","none",0,"20180215",98,32,0,22.8,3.5,8.4,2,"New","madrugada","S15_20180215_madrugada"
"3218","20180215_04","S15","none",0,"20180215",98,32,0,22.8,3.5,8.4,4,"New","madrugada","S15_20180215_madrugada"
"3219","20180215_06","S15","none",0,"20180215",98,32,0,22.8,3.5,8.4,6,"New","madrugada","S15_20180215_madrugada"
"4052","20180215_00","S16","none",0,"20180215",98,32,0,22.8,3.5,8.4,0,"New","madrugada","S16_20180215_madrugada"
"4053","20180215_02","S16","none",0,"20180215",98,32,0,22.8,3.5,8.4,2,"New","madrugada","S16_20180215_madrugada"
"4054","20180215_04","S16","none",0,"20180215",98,32,0,22.8,3.5,8.4,4,"New","madrugada","S16_20180215_madrugada"
"4055","20180215_06","S16","none",0,"20180215",98,32,0,22.8,3.5,8.4,6,"New","madrugada","S16_20180215_madrugada"
"4914","20180215_00","S17","none",0,"20180215",98,32,0,22.8,3.5,8.4,0,"New","madrugada","S17_20180215_madrugada"
"4915","20180215_02","S17","none",0,"20180215",98,32,0,22.8,3.5,8.4,2,"New","madrugada","S17_20180215_madrugada"
"4916","20180215_04","S17","none",0,"20180215",98,32,0,22.8,3.5,8.4,4,"New","madrugada","S17_20180215_madrugada"
"4917","20180215_06","S17","none",0,"20180215",98,32,0,22.8,3.5,8.4,6,"New","madrugada","S17_20180215_madrugada"
"6005","20180215_00","S18","none",0,"20180215",98,32,0,22.8,3.5,8.4,0,"New","madrugada","S18_20180215_madrugada"
"6006","20180215_02","S18","none",0,"20180215",98,32,0,22.8,3.5,8.4,2,"New","madrugada","S18_20180215_madrugada"
"6007","20180215_04","S18","none",0,"20180215",98,32,0,22.8,3.5,8.4,4,"New","madrugada","S18_20180215_madrugada"
"6008","20180215_06","S18","none",0,"20180215",98,32,0,22.8,3.5,8.4,6,"New","madrugada","S18_20180215_madrugada"
"6625","20180215_00","S19","none",0,"20180215",98,32,0,22.8,3.5,8.4,0,"New","madrugada","S19_20180215_madrugada"
"6626","20180215_02","S19","none",0,"20180215",98,32,0,22.8,3.5,8.4,2,"New","madrugada","S19_20180215_madrugada"
"6627","20180215_04","S19","none",0,"20180215",98,32,0,22.8,3.5,8.4,4,"New","madrugada","S19_20180215_madrugada"
"6628","20180215_06","S19","none",0,"20180215",98,32,0,22.8,3.5,8.4,6,"New","madrugada","S19_20180215_madrugada"
"7780","20180215_00","S20","none",0,"20180215",98,32,0,22.8,3.5,8.4,0,"New","madrugada","S20_20180215_madrugada"
"7781","20180215_02","S20","none",0,"20180215",98,32,0,22.8,3.5,8.4,2,"New","madrugada","S20_20180215_madrugada"
"7782","20180215_04","S20","none",0,"20180215",98,32,0,22.8,3.5,8.4,4,"New","madrugada","S20_20180215_madrugada"
"7783","20180215_06","S20","none",0,"20180215",98,32,0,22.8,3.5,8.4,6,"New","madrugada","S20_20180215_madrugada"
"282","20180216_03","S11","short.argus",16,"20180216",97,32,28.2,22.8,0,3.3,3,"New","madrugada","S11_20180216_madrugada"
"662","20180216_00","S11","none",0,"20180216",97,32,28.2,22.8,0,3.3,0,"New","madrugada","S11_20180216_madrugada"
"663","20180216_02","S11","none",0,"20180216",97,32,28.2,22.8,0,3.3,2,"New","madrugada","S11_20180216_madrugada"
"664","20180216_04","S11","none",0,"20180216",97,32,28.2,22.8,0,3.3,4,"New","madrugada","S11_20180216_madrugada"
"665","20180216_06","S11","none",0,"20180216",97,32,28.2,22.8,0,3.3,6,"New","madrugada","S11_20180216_madrugada"
"1251","20180216_03","S12","long.argus",2,"20180216",97,32,28.2,22.8,0,3.3,3,"New","madrugada","S12_20180216_madrugada"
"1363","20180216_00","S12","none",0,"20180216",97,32,28.2,22.8,0,3.3,0,"New","madrugada","S12_20180216_madrugada"
"1364","20180216_02","S12","none",0,"20180216",97,32,28.2,22.8,0,3.3,2,"New","madrugada","S12_20180216_madrugada"
"1365","20180216_04","S12","none",0,"20180216",97,32,28.2,22.8,0,3.3,4,"New","madrugada","S12_20180216_madrugada"
"1366","20180216_06","S12","none",0,"20180216",97,32,28.2,22.8,0,3.3,6,"New","madrugada","S12_20180216_madrugada"
"2166","20180216_00","S13","none",0,"20180216",97,32,28.2,22.8,0,3.3,0,"New","madrugada","S13_20180216_madrugada"
"2167","20180216_02","S13","none",0,"20180216",97,32,28.2,22.8,0,3.3,2,"New","madrugada","S13_20180216_madrugada"
"2168","20180216_04","S13","none",0,"20180216",97,32,28.2,22.8,0,3.3,4,"New","madrugada","S13_20180216_madrugada"
"2169","20180216_06","S13","none",0,"20180216",97,32,28.2,22.8,0,3.3,6,"New","madrugada","S13_20180216_madrugada"
"2713","20180216_03","S14","long.argus",1,"20180216",97,32,28.2,22.8,0,3.3,3,"New","madrugada","S14_20180216_madrugada"
"2714","20180216_03","S14","short.argus",1,"20180216",97,32,28.2,22.8,0,3.3,3,"New","madrugada","S14_20180216_madrugada"
"2882","20180216_00","S14","none",0,"20180216",97,32,28.2,22.8,0,3.3,0,"New","madrugada","S14_20180216_madrugada"
"2883","20180216_02","S14","none",0,"20180216",97,32,28.2,22.8,0,3.3,2,"New","madrugada","S14_20180216_madrugada"
"2884","20180216_04","S14","none",0,"20180216",97,32,28.2,22.8,0,3.3,4,"New","madrugada","S14_20180216_madrugada"
"2885","20180216_06","S14","none",0,"20180216",97,32,28.2,22.8,0,3.3,6,"New","madrugada","S14_20180216_madrugada"
"3228","20180216_00","S15","none",0,"20180216",97,32,28.2,22.8,0,3.3,0,"New","madrugada","S15_20180216_madrugada"
"3229","20180216_02","S15","none",0,"20180216",97,32,28.2,22.8,0,3.3,2,"New","madrugada","S15_20180216_madrugada"
"3230","20180216_04","S15","none",0,"20180216",97,32,28.2,22.8,0,3.3,4,"New","madrugada","S15_20180216_madrugada"
"3231","20180216_06","S15","none",0,"20180216",97,32,28.2,22.8,0,3.3,6,"New","madrugada","S15_20180216_madrugada"
"3958","20180216_03","S16","long.argus",1,"20180216",97,32,28.2,22.8,0,3.3,3,"New","madrugada","S16_20180216_madrugada"
"4064","20180216_00","S16","none",0,"20180216",97,32,28.2,22.8,0,3.3,0,"New","madrugada","S16_20180216_madrugada"
"4065","20180216_02","S16","none",0,"20180216",97,32,28.2,22.8,0,3.3,2,"New","madrugada","S16_20180216_madrugada"
"4066","20180216_04","S16","none",0,"20180216",97,32,28.2,22.8,0,3.3,4,"New","madrugada","S16_20180216_madrugada"
"4067","20180216_06","S16","none",0,"20180216",97,32,28.2,22.8,0,3.3,6,"New","madrugada","S16_20180216_madrugada"
"4669","20180216_01","S17","long.argus",2,"20180216",97,32,28.2,22.8,0,3.3,1,"New","madrugada","S17_20180216_madrugada"
"4924","20180216_00","S17","none",0,"20180216",97,32,28.2,22.8,0,3.3,0,"New","madrugada","S17_20180216_madrugada"
"4925","20180216_02","S17","none",0,"20180216",97,32,28.2,22.8,0,3.3,2,"New","madrugada","S17_20180216_madrugada"
"4926","20180216_04","S17","none",0,"20180216",97,32,28.2,22.8,0,3.3,4,"New","madrugada","S17_20180216_madrugada"
"4927","20180216_06","S17","none",0,"20180216",97,32,28.2,22.8,0,3.3,6,"New","madrugada","S17_20180216_madrugada"
"5719","20180216_03","S18","long.argus",3,"20180216",97,32,28.2,22.8,0,3.3,3,"New","madrugada","S18_20180216_madrugada"
"5720","20180216_06","S18","long.argus",1,"20180216",97,32,28.2,22.8,0,3.3,6,"New","madrugada","S18_20180216_madrugada"
"6016","20180216_00","S18","none",0,"20180216",97,32,28.2,22.8,0,3.3,0,"New","madrugada","S18_20180216_madrugada"
"6017","20180216_02","S18","none",0,"20180216",97,32,28.2,22.8,0,3.3,2,"New","madrugada","S18_20180216_madrugada"
"6018","20180216_04","S18","none",0,"20180216",97,32,28.2,22.8,0,3.3,4,"New","madrugada","S18_20180216_madrugada"
"6458","20180216_03","S19","long.argus",3,"20180216",97,32,28.2,22.8,0,3.3,3,"New","madrugada","S19_20180216_madrugada"
"6637","20180216_00","S19","none",0,"20180216",97,32,28.2,22.8,0,3.3,0,"New","madrugada","S19_20180216_madrugada"
"6638","20180216_02","S19","none",0,"20180216",97,32,28.2,22.8,0,3.3,2,"New","madrugada","S19_20180216_madrugada"
"6639","20180216_04","S19","none",0,"20180216",97,32,28.2,22.8,0,3.3,4,"New","madrugada","S19_20180216_madrugada"
"6640","20180216_06","S19","none",0,"20180216",97,32,28.2,22.8,0,3.3,6,"New","madrugada","S19_20180216_madrugada"
"7792","20180216_00","S20","none",0,"20180216",97,32,28.2,22.8,0,3.3,0,"New","madrugada","S20_20180216_madrugada"
"7793","20180216_02","S20","none",0,"20180216",97,32,28.2,22.8,0,3.3,2,"New","madrugada","S20_20180216_madrugada"
"7794","20180216_04","S20","none",0,"20180216",97,32,28.2,22.8,0,3.3,4,"New","madrugada","S20_20180216_madrugada"
"7795","20180216_06","S20","none",0,"20180216",97,32,28.2,22.8,0,3.3,6,"New","madrugada","S20_20180216_madrugada"
"673","20180217_00","S11","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,0,"New","madrugada","S11_20180217_madrugada"
"674","20180217_02","S11","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,2,"New","madrugada","S11_20180217_madrugada"
"675","20180217_04","S11","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,4,"New","madrugada","S11_20180217_madrugada"
"676","20180217_06","S11","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,6,"New","madrugada","S11_20180217_madrugada"
"1375","20180217_00","S12","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,0,"New","madrugada","S12_20180217_madrugada"
"1376","20180217_02","S12","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,2,"New","madrugada","S12_20180217_madrugada"
"1377","20180217_04","S12","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,4,"New","madrugada","S12_20180217_madrugada"
"1378","20180217_06","S12","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,6,"New","madrugada","S12_20180217_madrugada"
"2178","20180217_00","S13","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,0,"New","madrugada","S13_20180217_madrugada"
"2179","20180217_02","S13","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,2,"New","madrugada","S13_20180217_madrugada"
"2180","20180217_04","S13","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,4,"New","madrugada","S13_20180217_madrugada"
"2181","20180217_06","S13","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,6,"New","madrugada","S13_20180217_madrugada"
"2716","20180217_04","S14","long.argus",1,"20180217",98,31.6,1.3,23.2,28.2,5.9,4,"New","madrugada","S14_20180217_madrugada"
"2717","20180217_04","S14","short.argus",1,"20180217",98,31.6,1.3,23.2,28.2,5.9,4,"New","madrugada","S14_20180217_madrugada"
"2718","20180217_05","S14","long.argus",1,"20180217",98,31.6,1.3,23.2,28.2,5.9,5,"New","madrugada","S14_20180217_madrugada"
"2719","20180217_05","S14","short.argus",1,"20180217",98,31.6,1.3,23.2,28.2,5.9,5,"New","madrugada","S14_20180217_madrugada"
"2893","20180217_00","S14","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,0,"New","madrugada","S14_20180217_madrugada"
"2894","20180217_02","S14","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,2,"New","madrugada","S14_20180217_madrugada"
"2895","20180217_06","S14","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,6,"New","madrugada","S14_20180217_madrugada"
"3240","20180217_00","S15","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,0,"New","madrugada","S15_20180217_madrugada"
"3241","20180217_02","S15","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,2,"New","madrugada","S15_20180217_madrugada"
"3242","20180217_04","S15","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,4,"New","madrugada","S15_20180217_madrugada"
"3243","20180217_06","S15","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,6,"New","madrugada","S15_20180217_madrugada"
"4076","20180217_00","S16","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,0,"New","madrugada","S16_20180217_madrugada"
"4077","20180217_02","S16","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,2,"New","madrugada","S16_20180217_madrugada"
"4078","20180217_04","S16","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,4,"New","madrugada","S16_20180217_madrugada"
"4079","20180217_06","S16","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,6,"New","madrugada","S16_20180217_madrugada"
"4936","20180217_00","S17","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,0,"New","madrugada","S17_20180217_madrugada"
"4937","20180217_02","S17","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,2,"New","madrugada","S17_20180217_madrugada"
"4938","20180217_04","S17","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,4,"New","madrugada","S17_20180217_madrugada"
"4939","20180217_06","S17","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,6,"New","madrugada","S17_20180217_madrugada"
"5726","20180217_04","S18","long.argus",2,"20180217",98,31.6,1.3,23.2,28.2,5.9,4,"New","madrugada","S18_20180217_madrugada"
"6025","20180217_00","S18","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,0,"New","madrugada","S18_20180217_madrugada"
"6026","20180217_02","S18","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,2,"New","madrugada","S18_20180217_madrugada"
"6027","20180217_06","S18","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,6,"New","madrugada","S18_20180217_madrugada"
"6460","20180217_04","S19","long.argus",1,"20180217",98,31.6,1.3,23.2,28.2,5.9,4,"New","madrugada","S19_20180217_madrugada"
"6649","20180217_00","S19","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,0,"New","madrugada","S19_20180217_madrugada"
"6650","20180217_02","S19","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,2,"New","madrugada","S19_20180217_madrugada"
"6651","20180217_06","S19","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,6,"New","madrugada","S19_20180217_madrugada"
"7801","20180217_00","S20","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,0,"New","madrugada","S20_20180217_madrugada"
"7802","20180217_02","S20","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,2,"New","madrugada","S20_20180217_madrugada"
"7803","20180217_04","S20","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,4,"New","madrugada","S20_20180217_madrugada"
"7804","20180217_06","S20","none",0,"20180217",98,31.6,1.3,23.2,28.2,5.9,6,"New","madrugada","S20_20180217_madrugada"
"286","20180218_04","S11","long.argus",1,"20180218",86,32.3,0,23.5,1.3,7.7,4,"New","madrugada","S11_20180218_madrugada"
"684","20180218_00","S11","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,0,"New","madrugada","S11_20180218_madrugada"
"685","20180218_02","S11","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,2,"New","madrugada","S11_20180218_madrugada"
"686","20180218_06","S11","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,6,"New","madrugada","S11_20180218_madrugada"
"1387","20180218_00","S12","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,0,"New","madrugada","S12_20180218_madrugada"
"1388","20180218_02","S12","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,2,"New","madrugada","S12_20180218_madrugada"
"1389","20180218_04","S12","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,4,"New","madrugada","S12_20180218_madrugada"
"1390","20180218_06","S12","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,6,"New","madrugada","S12_20180218_madrugada"
"2190","20180218_00","S13","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,0,"New","madrugada","S13_20180218_madrugada"
"2191","20180218_02","S13","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,2,"New","madrugada","S13_20180218_madrugada"
"2192","20180218_04","S13","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,4,"New","madrugada","S13_20180218_madrugada"
"2193","20180218_06","S13","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,6,"New","madrugada","S13_20180218_madrugada"
"2723","20180218_04","S14","long.argus",1,"20180218",86,32.3,0,23.5,1.3,7.7,4,"New","madrugada","S14_20180218_madrugada"
"2724","20180218_05","S14","long.argus",1,"20180218",86,32.3,0,23.5,1.3,7.7,5,"New","madrugada","S14_20180218_madrugada"
"2903","20180218_00","S14","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,0,"New","madrugada","S14_20180218_madrugada"
"2904","20180218_02","S14","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,2,"New","madrugada","S14_20180218_madrugada"
"2905","20180218_06","S14","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,6,"New","madrugada","S14_20180218_madrugada"
"3252","20180218_00","S15","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,0,"New","madrugada","S15_20180218_madrugada"
"3253","20180218_02","S15","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,2,"New","madrugada","S15_20180218_madrugada"
"3254","20180218_04","S15","none",0,"20180218",86,32.3,0,23.5,1.3,7.7,4,"New","madrugada","S15_20180218_madrugada"
