"","date.time","recorder","call.type","n.detections","date","humidity","temp","precip.day.of","tmin","precip.day.before","hours.sun","time","lunar.vals","time.bin.id","index"
"7542","20180509_12","S19","none",0,"20180509",94,32,7.8,24.1,0.1,5,12,"Waning","morning","S19_20180509_morning"
"6576","20180510_11","S19","long.argus",2,"20180510",96,32.4,0,23.8,7.8,5.3,11,"Waning","morning","S19_20180510_morning"
"7551","20180510_08","S19","none",0,"20180510",96,32.4,0,23.8,7.8,5.3,8,"Waning","morning","S19_20180510_morning"
"7552","20180510_10","S19","none",0,"20180510",96,32.4,0,23.8,7.8,5.3,10,"Waning","morning","S19_20180510_morning"
"7553","20180510_12","S19","none",0,"20180510",96,32.4,0,23.8,7.8,5.3,12,"Waning","morning","S19_20180510_morning"
"7562","20180511_08","S19","none",0,"20180511",96,33.3,0,23.8,0,6.3,8,"Waning","morning","S19_20180511_morning"
"7563","20180511_10","S19","none",0,"20180511",96,33.3,0,23.8,0,6.3,10,"Waning","morning","S19_20180511_morning"
"7564","20180511_12","S19","none",0,"20180511",96,33.3,0,23.8,0,6.3,12,"Waning","morning","S19_20180511_morning"
"7573","20180512_08","S19","none",0,"20180512",94,32.8,9.2,23.9,0,5.5,8,"New","morning","S19_20180512_morning"
"7574","20180512_10","S19","none",0,"20180512",94,32.8,9.2,23.9,0,5.5,10,"New","morning","S19_20180512_morning"
"7575","20180512_12","S19","none",0,"20180512",94,32.8,9.2,23.9,0,5.5,12,"New","morning","S19_20180512_morning"
"6580","20180513_11","S19","long.argus",5,"20180513",96,32.9,69.4,23.8,9.2,6.7,11,"New","morning","S19_20180513_morning"
"6581","20180513_12","S19","long.argus",1,"20180513",96,32.9,69.4,23.8,9.2,6.7,12,"New","morning","S19_20180513_morning"
"7584","20180513_08","S19","none",0,"20180513",96,32.9,69.4,23.8,9.2,6.7,8,"New","morning","S19_20180513_morning"
"7585","20180513_10","S19","none",0,"20180513",96,32.9,69.4,23.8,9.2,6.7,10,"New","morning","S19_20180513_morning"
"6583","20180514_09","S19","long.argus",1,"20180514",99,32.9,0.1,23.6,69.4,7.5,9,"New","morning","S19_20180514_morning"
"7595","20180514_08","S19","none",0,"20180514",99,32.9,0.1,23.6,69.4,7.5,8,"New","morning","S19_20180514_morning"
"7596","20180514_10","S19","none",0,"20180514",99,32.9,0.1,23.6,69.4,7.5,10,"New","morning","S19_20180514_morning"
"7597","20180514_12","S19","none",0,"20180514",99,32.9,0.1,23.6,69.4,7.5,12,"New","morning","S19_20180514_morning"
"6588","20180515_08","S19","short.argus",1,"20180515",96,33.9,0,24.1,0.1,7.6,8,"New","morning","S19_20180515_morning"
"7604","20180515_10","S19","none",0,"20180515",96,33.9,0,24.1,0.1,7.6,10,"New","morning","S19_20180515_morning"
"7605","20180515_12","S19","none",0,"20180515",96,33.9,0,24.1,0.1,7.6,12,"New","morning","S19_20180515_morning"
"7615","20180516_08","S19","none",0,"20180516",92,32,0.5,24.1,0,5.5,8,"New","morning","S19_20180516_morning"
"7616","20180516_10","S19","none",0,"20180516",92,32,0.5,24.1,0,5.5,10,"New","morning","S19_20180516_morning"
"7617","20180516_12","S19","none",0,"20180516",92,32,0.5,24.1,0,5.5,12,"New","morning","S19_20180516_morning"
"6590","20180517_11","S19","long.argus",1,"20180517",92,32.1,0,24.5,0.5,7,11,"New","morning","S19_20180517_morning"
"7626","20180517_08","S19","none",0,"20180517",92,32.1,0,24.5,0.5,7,8,"New","morning","S19_20180517_morning"
"7627","20180517_10","S19","none",0,"20180517",92,32.1,0,24.5,0.5,7,10,"New","morning","S19_20180517_morning"
"7628","20180517_12","S19","none",0,"20180517",92,32.1,0,24.5,0.5,7,12,"New","morning","S19_20180517_morning"
"7637","20180518_08","S19","none",0,"20180518",93,32.8,41.7,24.5,0,5.4,8,"New","morning","S19_20180518_morning"
"7638","20180518_10","S19","none",0,"20180518",93,32.8,41.7,24.5,0,5.4,10,"New","morning","S19_20180518_morning"
"7639","20180518_12","S19","none",0,"20180518",93,32.8,41.7,24.5,0,5.4,12,"New","morning","S19_20180518_morning"
"100","20180618_08","S10","none",0,"20180618",96,33.4,0,24.1,41.7,7.2,8,"Waxing","morning","S10_20180618_morning"
"101","20180618_10","S10","none",0,"20180618",96,33.4,0,24.1,41.7,7.2,10,"Waxing","morning","S10_20180618_morning"
"102","20180618_12","S10","none",0,"20180618",96,33.4,0,24.1,41.7,7.2,12,"Waxing","morning","S10_20180618_morning"
"111","20180619_10","S10","none",0,"20180619",94,32.4,1.4,23.3,0,5.7,10,"Waxing","morning","S10_20180619_morning"
"112","20180619_12","S10","none",0,"20180619",94,32.4,1.4,23.3,0,5.7,12,"Waxing","morning","S10_20180619_morning"
"122","20180620_08","S10","none",0,"20180620",94,33.3,0,23.1,1.4,8.1,8,"Waxing","morning","S10_20180620_morning"
"123","20180620_10","S10","none",0,"20180620",94,33.3,0,23.1,1.4,8.1,10,"Waxing","morning","S10_20180620_morning"
"124","20180620_12","S10","none",0,"20180620",94,33.3,0,23.1,1.4,8.1,12,"Waxing","morning","S10_20180620_morning"
"133","20180621_08","S10","none",0,"20180621",92,34.3,39.7,22.6,0,6.4,8,"Waxing","morning","S10_20180621_morning"
"134","20180621_10","S10","none",0,"20180621",92,34.3,39.7,22.6,0,6.4,10,"Waxing","morning","S10_20180621_morning"
"135","20180621_12","S10","none",0,"20180621",92,34.3,39.7,22.6,0,6.4,12,"Waxing","morning","S10_20180621_morning"
"5476","20180621_08","S17","none",0,"20180621",92,34.3,39.7,22.6,0,6.4,8,"Waxing","morning","S17_20180621_morning"
"5477","20180621_10","S17","none",0,"20180621",92,34.3,39.7,22.6,0,6.4,10,"Waxing","morning","S17_20180621_morning"
"5478","20180621_12","S17","none",0,"20180621",92,34.3,39.7,22.6,0,6.4,12,"Waxing","morning","S17_20180621_morning"
"7643","20180621_09","S19","none",0,"20180621",92,34.3,39.7,22.6,0,6.4,9,"Waxing","morning","S19_20180621_morning"
"7644","20180621_11","S19","none",0,"20180621",92,34.3,39.7,22.6,0,6.4,11,"Waxing","morning","S19_20180621_morning"
"145","20180622_08","S10","none",0,"20180622",91,31.9,0,23.5,39.7,0.8,8,"Waxing","morning","S10_20180622_morning"
"146","20180622_10","S10","none",0,"20180622",91,31.9,0,23.5,39.7,0.8,10,"Waxing","morning","S10_20180622_morning"
"147","20180622_12","S10","none",0,"20180622",91,31.9,0,23.5,39.7,0.8,12,"Waxing","morning","S10_20180622_morning"
"5488","20180622_08","S17","none",0,"20180622",91,31.9,0,23.5,39.7,0.8,8,"Waxing","morning","S17_20180622_morning"
"5489","20180622_10","S17","none",0,"20180622",91,31.9,0,23.5,39.7,0.8,10,"Waxing","morning","S17_20180622_morning"
"5490","20180622_12","S17","none",0,"20180622",91,31.9,0,23.5,39.7,0.8,12,"Waxing","morning","S17_20180622_morning"
"7655","20180622_08","S19","none",0,"20180622",91,31.9,0,23.5,39.7,0.8,8,"Waxing","morning","S19_20180622_morning"
"7656","20180622_10","S19","none",0,"20180622",91,31.9,0,23.5,39.7,0.8,10,"Waxing","morning","S19_20180622_morning"
"7657","20180622_12","S19","none",0,"20180622",91,31.9,0,23.5,39.7,0.8,12,"Waxing","morning","S19_20180622_morning"
"157","20180623_08","S10","none",0,"20180623",97,32.5,0.7,22.8,0,5.1,8,"Waxing","morning","S10_20180623_morning"
"158","20180623_10","S10","none",0,"20180623",97,32.5,0.7,22.8,0,5.1,10,"Waxing","morning","S10_20180623_morning"
"159","20180623_12","S10","none",0,"20180623",97,32.5,0.7,22.8,0,5.1,12,"Waxing","morning","S10_20180623_morning"
"5500","20180623_08","S17","none",0,"20180623",97,32.5,0.7,22.8,0,5.1,8,"Waxing","morning","S17_20180623_morning"
"5501","20180623_10","S17","none",0,"20180623",97,32.5,0.7,22.8,0,5.1,10,"Waxing","morning","S17_20180623_morning"
"5502","20180623_12","S17","none",0,"20180623",97,32.5,0.7,22.8,0,5.1,12,"Waxing","morning","S17_20180623_morning"
"7666","20180623_08","S19","none",0,"20180623",97,32.5,0.7,22.8,0,5.1,8,"Waxing","morning","S19_20180623_morning"
"7667","20180623_10","S19","none",0,"20180623",97,32.5,0.7,22.8,0,5.1,10,"Waxing","morning","S19_20180623_morning"
"7668","20180623_12","S19","none",0,"20180623",97,32.5,0.7,22.8,0,5.1,12,"Waxing","morning","S19_20180623_morning"
"169","20180624_08","S10","none",0,"20180624",96,33.3,3.1,23.9,0.7,7,8,"Waxing","morning","S10_20180624_morning"
"170","20180624_10","S10","none",0,"20180624",96,33.3,3.1,23.9,0.7,7,10,"Waxing","morning","S10_20180624_morning"
"171","20180624_12","S10","none",0,"20180624",96,33.3,3.1,23.9,0.7,7,12,"Waxing","morning","S10_20180624_morning"
"5512","20180624_08","S17","none",0,"20180624",96,33.3,3.1,23.9,0.7,7,8,"Waxing","morning","S17_20180624_morning"
"5513","20180624_10","S17","none",0,"20180624",96,33.3,3.1,23.9,0.7,7,10,"Waxing","morning","S17_20180624_morning"
"5514","20180624_12","S17","none",0,"20180624",96,33.3,3.1,23.9,0.7,7,12,"Waxing","morning","S17_20180624_morning"
"6598","20180624_09","S19","long.argus",2,"20180624",96,33.3,3.1,23.9,0.7,7,9,"Waxing","morning","S19_20180624_morning"
"7676","20180624_08","S19","none",0,"20180624",96,33.3,3.1,23.9,0.7,7,8,"Waxing","morning","S19_20180624_morning"
"7677","20180624_10","S19","none",0,"20180624",96,33.3,3.1,23.9,0.7,7,10,"Waxing","morning","S19_20180624_morning"
"7678","20180624_12","S19","none",0,"20180624",96,33.3,3.1,23.9,0.7,7,12,"Waxing","morning","S19_20180624_morning"
"11","20180625_10","S10","long.argus",2,"20180625",96,32.4,9,22.4,3.1,6.6,10,"Full","morning","S10_20180625_morning"
"12","20180625_12","S10","long.argus",1,"20180625",96,32.4,9,22.4,3.1,6.6,12,"Full","morning","S10_20180625_morning"
"179","20180625_08","S10","none",0,"20180625",96,32.4,9,22.4,3.1,6.6,8,"Full","morning","S10_20180625_morning"
"5524","20180625_08","S17","none",0,"20180625",96,32.4,9,22.4,3.1,6.6,8,"Full","morning","S17_20180625_morning"
"5525","20180625_10","S17","none",0,"20180625",96,32.4,9,22.4,3.1,6.6,10,"Full","morning","S17_20180625_morning"
"5526","20180625_12","S17","none",0,"20180625",96,32.4,9,22.4,3.1,6.6,12,"Full","morning","S17_20180625_morning"
"6600","20180625_10","S19","long.argus",2,"20180625",96,32.4,9,22.4,3.1,6.6,10,"Full","morning","S19_20180625_morning"
"6601","20180625_12","S19","long.argus",1,"20180625",96,32.4,9,22.4,3.1,6.6,12,"Full","morning","S19_20180625_morning"
"7687","20180625_08","S19","none",0,"20180625",96,32.4,9,22.4,3.1,6.6,8,"Full","morning","S19_20180625_morning"
"13","20180626_08","S10","long.argus",1,"20180626",97,32.1,5.4,23.5,9,4.9,8,"Full","morning","S10_20180626_morning"
"14","20180626_10","S10","long.argus",3,"20180626",97,32.1,5.4,23.5,9,4.9,10,"Full","morning","S10_20180626_morning"
"189","20180626_12","S10","none",0,"20180626",97,32.1,5.4,23.5,9,4.9,12,"Full","morning","S10_20180626_morning"
"5536","20180626_08","S17","none",0,"20180626",97,32.1,5.4,23.5,9,4.9,8,"Full","morning","S17_20180626_morning"
"5537","20180626_10","S17","none",0,"20180626",97,32.1,5.4,23.5,9,4.9,10,"Full","morning","S17_20180626_morning"
"5538","20180626_12","S17","none",0,"20180626",97,32.1,5.4,23.5,9,4.9,12,"Full","morning","S17_20180626_morning"
"7697","20180626_08","S19","none",0,"20180626",97,32.1,5.4,23.5,9,4.9,8,"Full","morning","S19_20180626_morning"
"7698","20180626_10","S19","none",0,"20180626",97,32.1,5.4,23.5,9,4.9,10,"Full","morning","S19_20180626_morning"
"7699","20180626_12","S19","none",0,"20180626",97,32.1,5.4,23.5,9,4.9,12,"Full","morning","S19_20180626_morning"
"15","20180627_07","S10","long.argus",1,"20180627",93,32.4,0.4,23,5.4,6.7,7,"Full","morning","S10_20180627_morning"
"16","20180627_08","S10","long.argus",1,"20180627",93,32.4,0.4,23,5.4,6.7,8,"Full","morning","S10_20180627_morning"
"199","20180627_10","S10","none",0,"20180627",93,32.4,0.4,23,5.4,6.7,10,"Full","morning","S10_20180627_morning"
"200","20180627_12","S10","none",0,"20180627",93,32.4,0.4,23,5.4,6.7,12,"Full","morning","S10_20180627_morning"
"5548","20180627_08","S17","none",0,"20180627",93,32.4,0.4,23,5.4,6.7,8,"Full","morning","S17_20180627_morning"
"5549","20180627_10","S17","none",0,"20180627",93,32.4,0.4,23,5.4,6.7,10,"Full","morning","S17_20180627_morning"
"5550","20180627_12","S17","none",0,"20180627",93,32.4,0.4,23,5.4,6.7,12,"Full","morning","S17_20180627_morning"
"210","20180628_08","S10","none",0,"20180628",96,32.1,1.5,22.6,0.4,7.5,8,"Full","morning","S10_20180628_morning"
"211","20180628_10","S10","none",0,"20180628",96,32.1,1.5,22.6,0.4,7.5,10,"Full","morning","S10_20180628_morning"
"212","20180628_12","S10","none",0,"20180628",96,32.1,1.5,22.6,0.4,7.5,12,"Full","morning","S10_20180628_morning"
"5560","20180628_08","S17","none",0,"20180628",96,32.1,1.5,22.6,0.4,7.5,8,"Full","morning","S17_20180628_morning"
"5561","20180628_10","S17","none",0,"20180628",96,32.1,1.5,22.6,0.4,7.5,10,"Full","morning","S17_20180628_morning"
"5562","20180628_12","S17","none",0,"20180628",96,32.1,1.5,22.6,0.4,7.5,12,"Full","morning","S17_20180628_morning"
"20","20180629_10","S10","long.argus",1,"20180629",85,32.4,0,23.1,1.5,4.2,10,"Full","morning","S10_20180629_morning"
"21","20180629_11","S10","long.argus",1,"20180629",85,32.4,0,23.1,1.5,4.2,11,"Full","morning","S10_20180629_morning"
"222","20180629_08","S10","none",0,"20180629",85,32.4,0,23.1,1.5,4.2,8,"Full","morning","S10_20180629_morning"
"223","20180629_12","S10","none",0,"20180629",85,32.4,0,23.1,1.5,4.2,12,"Full","morning","S10_20180629_morning"
"5572","20180629_08","S17","none",0,"20180629",85,32.4,0,23.1,1.5,4.2,8,"Full","morning","S17_20180629_morning"
"5573","20180629_10","S17","none",0,"20180629",85,32.4,0,23.1,1.5,4.2,10,"Full","morning","S17_20180629_morning"
"5574","20180629_12","S17","none",0,"20180629",85,32.4,0,23.1,1.5,4.2,12,"Full","morning","S17_20180629_morning"
"231","20180630_08","S10","none",0,"20180630",90,32.5,1.6,25,0,4.8,8,"Full","morning","S10_20180630_morning"
"232","20180630_10","S10","none",0,"20180630",90,32.5,1.6,25,0,4.8,10,"Full","morning","S10_20180630_morning"
"233","20180630_12","S10","none",0,"20180630",90,32.5,1.6,25,0,4.8,12,"Full","morning","S10_20180630_morning"
"5584","20180630_08","S17","none",0,"20180630",90,32.5,1.6,25,0,4.8,8,"Full","morning","S17_20180630_morning"
"5585","20180630_10","S17","none",0,"20180630",90,32.5,1.6,25,0,4.8,10,"Full","morning","S17_20180630_morning"
"5586","20180630_12","S17","none",0,"20180630",90,32.5,1.6,25,0,4.8,12,"Full","morning","S17_20180630_morning"
"27","20180701_08","S10","long.argus",1,"20180701",97,30.4,5.4,23.8,1.6,3.3,8,"Full","morning","S10_20180701_morning"
"242","20180701_10","S10","none",0,"20180701",97,30.4,5.4,23.8,1.6,3.3,10,"Full","morning","S10_20180701_morning"
"243","20180701_12","S10","none",0,"20180701",97,30.4,5.4,23.8,1.6,3.3,12,"Full","morning","S10_20180701_morning"
"5596","20180701_08","S17","none",0,"20180701",97,30.4,5.4,23.8,1.6,3.3,8,"Full","morning","S17_20180701_morning"
"5597","20180701_10","S17","none",0,"20180701",97,30.4,5.4,23.8,1.6,3.3,10,"Full","morning","S17_20180701_morning"
"5598","20180701_12","S17","none",0,"20180701",97,30.4,5.4,23.8,1.6,3.3,12,"Full","morning","S17_20180701_morning"
"252","20180702_08","S10","none",0,"20180702",96,32.1,2.4,23.1,5.4,5.9,8,"Waning","morning","S10_20180702_morning"
"253","20180702_10","S10","none",0,"20180702",96,32.1,2.4,23.1,5.4,5.9,10,"Waning","morning","S10_20180702_morning"
"254","20180702_12","S10","none",0,"20180702",96,32.1,2.4,23.1,5.4,5.9,12,"Waning","morning","S10_20180702_morning"
"5608","20180702_08","S17","none",0,"20180702",96,32.1,2.4,23.1,5.4,5.9,8,"Waning","morning","S17_20180702_morning"
"5609","20180702_10","S17","none",0,"20180702",96,32.1,2.4,23.1,5.4,5.9,10,"Waning","morning","S17_20180702_morning"
"5610","20180702_12","S17","none",0,"20180702",96,32.1,2.4,23.1,5.4,5.9,12,"Waning","morning","S17_20180702_morning"
"33","20180703_09","S10","long.argus",1,"20180703",94,31.5,0,22.8,2.4,2.9,9,"Waning","morning","S10_20180703_morning"
"34","20180703_10","S10","long.argus",1,"20180703",94,31.5,0,22.8,2.4,2.9,10,"Waning","morning","S10_20180703_morning"
"262","20180703_08","S10","none",0,"20180703",94,31.5,0,22.8,2.4,2.9,8,"Waning","morning","S10_20180703_morning"
"263","20180703_12","S10","none",0,"20180703",94,31.5,0,22.8,2.4,2.9,12,"Waning","morning","S10_20180703_morning"
"5620","20180703_08","S17","none",0,"20180703",94,31.5,0,22.8,2.4,2.9,8,"Waning","morning","S17_20180703_morning"
"5621","20180703_10","S17","none",0,"20180703",94,31.5,0,22.8,2.4,2.9,10,"Waning","morning","S17_20180703_morning"
"5622","20180703_12","S17","none",0,"20180703",94,31.5,0,22.8,2.4,2.9,12,"Waning","morning","S17_20180703_morning"
"272","20180704_08","S10","none",0,"20180704",97,31.6,22.5,23.4,0,3.9,8,"Waning","morning","S10_20180704_morning"
"273","20180704_10","S10","none",0,"20180704",97,31.6,22.5,23.4,0,3.9,10,"Waning","morning","S10_20180704_morning"
"274","20180704_12","S10","none",0,"20180704",97,31.6,22.5,23.4,0,3.9,12,"Waning","morning","S10_20180704_morning"
"5632","20180704_08","S17","none",0,"20180704",97,31.6,22.5,23.4,0,3.9,8,"Waning","morning","S17_20180704_morning"
"5633","20180704_10","S17","none",0,"20180704",97,31.6,22.5,23.4,0,3.9,10,"Waning","morning","S17_20180704_morning"
"5634","20180704_12","S17","none",0,"20180704",97,31.6,22.5,23.4,0,3.9,12,"Waning","morning","S17_20180704_morning"
"5644","20180705_08","S17","none",0,"20180705",94,30.9,2.1,22.2,22.5,4.3,8,"Waning","morning","S17_20180705_morning"
"5645","20180705_10","S17","none",0,"20180705",94,30.9,2.1,22.2,22.5,4.3,10,"Waning","morning","S17_20180705_morning"
"5646","20180705_12","S17","none",0,"20180705",94,30.9,2.1,22.2,22.5,4.3,12,"Waning","morning","S17_20180705_morning"
"5656","20180706_08","S17","none",0,"20180706",95,33,9.7,22.5,2.1,5.7,8,"Waning","morning","S17_20180706_morning"
"5657","20180706_10","S17","none",0,"20180706",95,33,9.7,22.5,2.1,5.7,10,"Waning","morning","S17_20180706_morning"
"5658","20180706_12","S17","none",0,"20180706",95,33,9.7,22.5,2.1,5.7,12,"Waning","morning","S17_20180706_morning"
"5668","20180707_08","S17","none",0,"20180707",95,29.1,0,21.8,9.7,0.5,8,"Waning","morning","S17_20180707_morning"
"5669","20180707_10","S17","none",0,"20180707",95,29.1,0,21.8,9.7,0.5,10,"Waning","morning","S17_20180707_morning"
"5670","20180707_12","S17","none",0,"20180707",95,29.1,0,21.8,9.7,0.5,12,"Waning","morning","S17_20180707_morning"
"5680","20180708_08","S17","none",0,"20180708",95,32.4,0,21.8,0,7.7,8,"Waning","morning","S17_20180708_morning"
"5681","20180708_10","S17","none",0,"20180708",95,32.4,0,21.8,0,7.7,10,"Waning","morning","S17_20180708_morning"
"5682","20180708_12","S17","none",0,"20180708",95,32.4,0,21.8,0,7.7,12,"Waning","morning","S17_20180708_morning"
"5692","20180709_08","S17","none",0,"20180709",86,32.4,0.2,23.5,0,4.4,8,"Waning","morning","S17_20180709_morning"
"5693","20180709_10","S17","none",0,"20180709",86,32.4,0.2,23.5,0,4.4,10,"Waning","morning","S17_20180709_morning"
"5694","20180709_12","S17","none",0,"20180709",86,32.4,0.2,23.5,0,4.4,12,"Waning","morning","S17_20180709_morning"
"5704","20180710_08","S17","none",0,"20180710",95,31.7,0,22.7,0.2,2.3,8,"New","morning","S17_20180710_morning"
"2856","20180213_14","S14","none",0,"20180213",97,26.1,1,23.2,0,0,14,"New","afternoon","S14_20180213_afternoon"
"2857","20180213_16","S14","none",0,"20180213",97,26.1,1,23.2,0,0,16,"New","afternoon","S14_20180213_afternoon"
"2858","20180213_18","S14","none",0,"20180213",97,26.1,1,23.2,0,0,18,"New","afternoon","S14_20180213_afternoon"
"3199","20180213_14","S15","none",0,"20180213",97,26.1,1,23.2,0,0,14,"New","afternoon","S15_20180213_afternoon"
"3200","20180213_16","S15","none",0,"20180213",97,26.1,1,23.2,0,0,16,"New","afternoon","S15_20180213_afternoon"
"3201","20180213_18","S15","none",0,"20180213",97,26.1,1,23.2,0,0,18,"New","afternoon","S15_20180213_afternoon"
"4035","20180213_14","S16","none",0,"20180213",97,26.1,1,23.2,0,0,14,"New","afternoon","S16_20180213_afternoon"
"4036","20180213_16","S16","none",0,"20180213",97,26.1,1,23.2,0,0,16,"New","afternoon","S16_20180213_afternoon"
"4037","20180213_18","S16","none",0,"20180213",97,26.1,1,23.2,0,0,18,"New","afternoon","S16_20180213_afternoon"
"4656","20180213_13","S17","long.argus",1,"20180213",97,26.1,1,23.2,0,0,13,"New","afternoon","S17_20180213_afternoon"
"4899","20180213_14","S17","none",0,"20180213",97,26.1,1,23.2,0,0,14,"New","afternoon","S17_20180213_afternoon"
"4900","20180213_16","S17","none",0,"20180213",97,26.1,1,23.2,0,0,16,"New","afternoon","S17_20180213_afternoon"
"4901","20180213_18","S17","none",0,"20180213",97,26.1,1,23.2,0,0,18,"New","afternoon","S17_20180213_afternoon"
"5990","20180213_14","S18","none",0,"20180213",97,26.1,1,23.2,0,0,14,"New","afternoon","S18_20180213_afternoon"
"5991","20180213_16","S18","none",0,"20180213",97,26.1,1,23.2,0,0,16,"New","afternoon","S18_20180213_afternoon"
"5992","20180213_18","S18","none",0,"20180213",97,26.1,1,23.2,0,0,18,"New","afternoon","S18_20180213_afternoon"
"6609","20180213_14","S19","none",0,"20180213",97,26.1,1,23.2,0,0,14,"New","afternoon","S19_20180213_afternoon"
"6610","20180213_16","S19","none",0,"20180213",97,26.1,1,23.2,0,0,16,"New","afternoon","S19_20180213_afternoon"
"6611","20180213_18","S19","none",0,"20180213",97,26.1,1,23.2,0,0,18,"New","afternoon","S19_20180213_afternoon"
"645","20180214_14","S11","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,14,"New","afternoon","S11_20180214_afternoon"
"646","20180214_16","S11","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,16,"New","afternoon","S11_20180214_afternoon"
"647","20180214_18","S11","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,18,"New","afternoon","S11_20180214_afternoon"
"1346","20180214_14","S12","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,14,"New","afternoon","S12_20180214_afternoon"
"1347","20180214_16","S12","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,16,"New","afternoon","S12_20180214_afternoon"
"1348","20180214_18","S12","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,18,"New","afternoon","S12_20180214_afternoon"
"2149","20180214_14","S13","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,14,"New","afternoon","S13_20180214_afternoon"
"2150","20180214_16","S13","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,16,"New","afternoon","S13_20180214_afternoon"
"2151","20180214_18","S13","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,18,"New","afternoon","S13_20180214_afternoon"
"2709","20180214_15","S14","long.argus",1,"20180214",96,31.9,3.5,22.2,1,3.1,15,"New","afternoon","S14_20180214_afternoon"
"2710","20180214_15","S14","short.argus",1,"20180214",96,31.9,3.5,22.2,1,3.1,15,"New","afternoon","S14_20180214_afternoon"
"2866","20180214_14","S14","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,14,"New","afternoon","S14_20180214_afternoon"
"2867","20180214_16","S14","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,16,"New","afternoon","S14_20180214_afternoon"
"2868","20180214_18","S14","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,18,"New","afternoon","S14_20180214_afternoon"
"3211","20180214_14","S15","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,14,"New","afternoon","S15_20180214_afternoon"
"3212","20180214_16","S15","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,16,"New","afternoon","S15_20180214_afternoon"
"3213","20180214_18","S15","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,18,"New","afternoon","S15_20180214_afternoon"
"4047","20180214_14","S16","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,14,"New","afternoon","S16_20180214_afternoon"
"4048","20180214_16","S16","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,16,"New","afternoon","S16_20180214_afternoon"
"4049","20180214_18","S16","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,18,"New","afternoon","S16_20180214_afternoon"
"4662","20180214_15","S17","long.argus",1,"20180214",96,31.9,3.5,22.2,1,3.1,15,"New","afternoon","S17_20180214_afternoon"
"4909","20180214_14","S17","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,14,"New","afternoon","S17_20180214_afternoon"
"4910","20180214_16","S17","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,16,"New","afternoon","S17_20180214_afternoon"
"4911","20180214_18","S17","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,18,"New","afternoon","S17_20180214_afternoon"
"6000","20180214_14","S18","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,14,"New","afternoon","S18_20180214_afternoon"
"6001","20180214_16","S18","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,16,"New","afternoon","S18_20180214_afternoon"
"6002","20180214_18","S18","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,18,"New","afternoon","S18_20180214_afternoon"
"6620","20180214_14","S19","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,14,"New","afternoon","S19_20180214_afternoon"
"6621","20180214_16","S19","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,16,"New","afternoon","S19_20180214_afternoon"
"6622","20180214_18","S19","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,18,"New","afternoon","S19_20180214_afternoon"
"7775","20180214_14","S20","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,14,"New","afternoon","S20_20180214_afternoon"
"7776","20180214_16","S20","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,16,"New","afternoon","S20_20180214_afternoon"
"7777","20180214_18","S20","none",0,"20180214",96,31.9,3.5,22.2,1,3.1,18,"New","afternoon","S20_20180214_afternoon"
"657","20180215_14","S11","none",0,"20180215",98,32,0,22.8,3.5,8.4,14,"New","afternoon","S11_20180215_afternoon"
"658","20180215_16","S11","none",0,"20180215",98,32,0,22.8,3.5,8.4,16,"New","afternoon","S11_20180215_afternoon"
"659","20180215_18","S11","none",0,"20180215",98,32,0,22.8,3.5,8.4,18,"New","afternoon","S11_20180215_afternoon"
"1358","20180215_14","S12","none",0,"20180215",98,32,0,22.8,3.5,8.4,14,"New","afternoon","S12_20180215_afternoon"
"1359","20180215_16","S12","none",0,"20180215",98,32,0,22.8,3.5,8.4,16,"New","afternoon","S12_20180215_afternoon"
"1360","20180215_18","S12","none",0,"20180215",98,32,0,22.8,3.5,8.4,18,"New","afternoon","S12_20180215_afternoon"
"2161","20180215_14","S13","none",0,"20180215",98,32,0,22.8,3.5,8.4,14,"New","afternoon","S13_20180215_afternoon"
"2162","20180215_16","S13","none",0,"20180215",98,32,0,22.8,3.5,8.4,16,"New","afternoon","S13_20180215_afternoon"
