"","recorder","call.type","date","humidity","temp","precip.day.of","tmin","precip.day.before","hours.sun","time","time.bin.id","index","n.calls","month","day"
"657","S11","none","20180215",98,32,0,22.8,3.5,8.4,14,"afternoon","S11_20180215_afternoon",0,"02","15"
"1358","S12","none","20180215",98,32,0,22.8,3.5,8.4,14,"afternoon","S12_20180215_afternoon",0,"02","15"
"2161","S13","none","20180215",98,32,0,22.8,3.5,8.4,14,"afternoon","S13_20180215_afternoon",0,"02","15"
"2877","S14","none","20180215",98,32,0,22.8,3.5,8.4,14,"afternoon","S14_20180215_afternoon",0,"02","15"
"3223","S15","none","20180215",98,32,0,22.8,3.5,8.4,14,"afternoon","S15_20180215_afternoon",0,"02","15"
"4059","S16","none","20180215",98,32,0,22.8,3.5,8.4,14,"afternoon","S16_20180215_afternoon",0,"02","15"
"4667","S17","long.argus","20180215",98,32,0,22.8,3.5,8.4,17,"afternoon","S17_20180215_afternoon",1,"02","15"
"4919","S17","none","20180215",98,32,0,22.8,3.5,8.4,14,"afternoon","S17_20180215_afternoon",0,"02","15"
"6011","S18","none","20180215",98,32,0,22.8,3.5,8.4,14,"afternoon","S18_20180215_afternoon",0,"02","15"
"6632","S19","none","20180215",98,32,0,22.8,3.5,8.4,14,"afternoon","S19_20180215_afternoon",0,"02","15"
"7708","S20","short.argus","20180215",98,32,0,22.8,3.5,8.4,13,"afternoon","S20_20180215_afternoon",1,"02","15"
"7787","S20","none","20180215",98,32,0,22.8,3.5,8.4,14,"afternoon","S20_20180215_afternoon",0,"02","15"
"668","S11","none","20180216",97,32,28.2,22.8,0,3.3,14,"afternoon","S11_20180216_afternoon",0,"02","16"
"1370","S12","none","20180216",97,32,28.2,22.8,0,3.3,14,"afternoon","S12_20180216_afternoon",0,"02","16"
"2173","S13","none","20180216",97,32,28.2,22.8,0,3.3,14,"afternoon","S13_20180216_afternoon",0,"02","16"
"2888","S14","none","20180216",97,32,28.2,22.8,0,3.3,14,"afternoon","S14_20180216_afternoon",0,"02","16"
"3235","S15","none","20180216",97,32,28.2,22.8,0,3.3,14,"afternoon","S15_20180216_afternoon",0,"02","16"
"4071","S16","none","20180216",97,32,28.2,22.8,0,3.3,14,"afternoon","S16_20180216_afternoon",0,"02","16"
"4931","S17","none","20180216",97,32,28.2,22.8,0,3.3,14,"afternoon","S17_20180216_afternoon",0,"02","16"
"6020","S18","none","20180216",97,32,28.2,22.8,0,3.3,14,"afternoon","S18_20180216_afternoon",0,"02","16"
"6644","S19","none","20180216",97,32,28.2,22.8,0,3.3,14,"afternoon","S19_20180216_afternoon",0,"02","16"
"7715","S20","short.argus","20180216",97,32,28.2,22.8,0,3.3,13,"afternoon","S20_20180216_afternoon",1,"02","16"
"7796","S20","none","20180216",97,32,28.2,22.8,0,3.3,14,"afternoon","S20_20180216_afternoon",0,"02","16"
"679","S11","none","20180217",98,31.6,1.3,23.2,28.2,5.9,14,"afternoon","S11_20180217_afternoon",0,"02","17"
"1382","S12","none","20180217",98,31.6,1.3,23.2,28.2,5.9,14,"afternoon","S12_20180217_afternoon",0,"02","17"
"2185","S13","none","20180217",98,31.6,1.3,23.2,28.2,5.9,14,"afternoon","S13_20180217_afternoon",0,"02","17"
"2898","S14","none","20180217",98,31.6,1.3,23.2,28.2,5.9,14,"afternoon","S14_20180217_afternoon",0,"02","17"
"3247","S15","none","20180217",98,31.6,1.3,23.2,28.2,5.9,14,"afternoon","S15_20180217_afternoon",0,"02","17"
"3960","S16","long.argus","20180217",98,31.6,1.3,23.2,28.2,5.9,15,"afternoon","S16_20180217_afternoon",1,"02","17"
"3961","S16","short.argus","20180217",98,31.6,1.3,23.2,28.2,5.9,15,"afternoon","S16_20180217_afternoon",2,"02","17"
"4083","S16","none","20180217",98,31.6,1.3,23.2,28.2,5.9,14,"afternoon","S16_20180217_afternoon",0,"02","17"
"4672","S17","long.argus","20180217",98,31.6,1.3,23.2,28.2,5.9,13,"afternoon","S17_20180217_afternoon",1,"02","17"
"4673","S17","short.argus","20180217",98,31.6,1.3,23.2,28.2,5.9,13,"afternoon","S17_20180217_afternoon",2,"02","17"
"4941","S17","none","20180217",98,31.6,1.3,23.2,28.2,5.9,16,"afternoon","S17_20180217_afternoon",0,"02","17"
"5730","S18","long.argus","20180217",98,31.6,1.3,23.2,28.2,5.9,13,"afternoon","S18_20180217_afternoon",1,"02","17"
"6030","S18","none","20180217",98,31.6,1.3,23.2,28.2,5.9,14,"afternoon","S18_20180217_afternoon",0,"02","17"
"6655","S19","none","20180217",98,31.6,1.3,23.2,28.2,5.9,14,"afternoon","S19_20180217_afternoon",0,"02","17"
"7807","S20","none","20180217",98,31.6,1.3,23.2,28.2,5.9,14,"afternoon","S20_20180217_afternoon",0,"02","17"
"689","S11","none","20180218",86,32.3,0,23.5,1.3,7.7,14,"afternoon","S11_20180218_afternoon",0,"02","18"
"1394","S12","none","20180218",86,32.3,0,23.5,1.3,7.7,14,"afternoon","S12_20180218_afternoon",0,"02","18"
"2197","S13","none","20180218",86,32.3,0,23.5,1.3,7.7,14,"afternoon","S13_20180218_afternoon",0,"02","18"
"2908","S14","none","20180218",86,32.3,0,23.5,1.3,7.7,14,"afternoon","S14_20180218_afternoon",0,"02","18"
"3259","S15","none","20180218",86,32.3,0,23.5,1.3,7.7,14,"afternoon","S15_20180218_afternoon",0,"02","18"
"4095","S16","none","20180218",86,32.3,0,23.5,1.3,7.7,14,"afternoon","S16_20180218_afternoon",0,"02","18"
"4951","S17","none","20180218",86,32.3,0,23.5,1.3,7.7,14,"afternoon","S17_20180218_afternoon",0,"02","18"
"5738","S18","long.argus","20180218",86,32.3,0,23.5,1.3,7.7,13,"afternoon","S18_20180218_afternoon",2,"02","18"
"6038","S18","none","20180218",86,32.3,0,23.5,1.3,7.7,14,"afternoon","S18_20180218_afternoon",0,"02","18"
"6667","S19","none","20180218",86,32.3,0,23.5,1.3,7.7,14,"afternoon","S19_20180218_afternoon",0,"02","18"
"7817","S20","none","20180218",86,32.3,0,23.5,1.3,7.7,14,"afternoon","S20_20180218_afternoon",0,"02","18"
"699","S11","none","20180219",96,32.4,1.2,24.1,0,7.8,14,"afternoon","S11_20180219_afternoon",0,"02","19"
"1406","S12","none","20180219",96,32.4,1.2,24.1,0,7.8,14,"afternoon","S12_20180219_afternoon",0,"02","19"
"2209","S13","none","20180219",96,32.4,1.2,24.1,0,7.8,14,"afternoon","S13_20180219_afternoon",0,"02","19"
"2919","S14","none","20180219",96,32.4,1.2,24.1,0,7.8,14,"afternoon","S14_20180219_afternoon",0,"02","19"
"3271","S15","none","20180219",96,32.4,1.2,24.1,0,7.8,14,"afternoon","S15_20180219_afternoon",0,"02","19"
"3963","S16","short.argus","20180219",96,32.4,1.2,24.1,0,7.8,16,"afternoon","S16_20180219_afternoon",2,"02","19"
"4107","S16","none","20180219",96,32.4,1.2,24.1,0,7.8,14,"afternoon","S16_20180219_afternoon",0,"02","19"
"4684","S17","long.argus","20180219",96,32.4,1.2,24.1,0,7.8,14,"afternoon","S17_20180219_afternoon",1,"02","19"
"4961","S17","none","20180219",96,32.4,1.2,24.1,0,7.8,16,"afternoon","S17_20180219_afternoon",0,"02","19"
"6047","S18","none","20180219",96,32.4,1.2,24.1,0,7.8,14,"afternoon","S18_20180219_afternoon",0,"02","19"
"6461","S19","long.argus","20180219",96,32.4,1.2,24.1,0,7.8,16,"afternoon","S19_20180219_afternoon",1,"02","19"
"6679","S19","none","20180219",96,32.4,1.2,24.1,0,7.8,14,"afternoon","S19_20180219_afternoon",0,"02","19"
"7828","S20","none","20180219",96,32.4,1.2,24.1,0,7.8,14,"afternoon","S20_20180219_afternoon",0,"02","19"
"710","S11","none","20180220",95,31.1,0,23.8,1.2,1.9,14,"afternoon","S11_20180220_afternoon",0,"02","20"
"1418","S12","none","20180220",95,31.1,0,23.8,1.2,1.9,14,"afternoon","S12_20180220_afternoon",0,"02","20"
"2221","S13","none","20180220",95,31.1,0,23.8,1.2,1.9,14,"afternoon","S13_20180220_afternoon",0,"02","20"
"2929","S14","none","20180220",95,31.1,0,23.8,1.2,1.9,14,"afternoon","S14_20180220_afternoon",0,"02","20"
"3283","S15","none","20180220",95,31.1,0,23.8,1.2,1.9,14,"afternoon","S15_20180220_afternoon",0,"02","20"
"4118","S16","none","20180220",95,31.1,0,23.8,1.2,1.9,14,"afternoon","S16_20180220_afternoon",0,"02","20"
"4690","S17","long.argus","20180220",95,31.1,0,23.8,1.2,1.9,13,"afternoon","S17_20180220_afternoon",2,"02","20"
"4692","S17","short.argus","20180220",95,31.1,0,23.8,1.2,1.9,16,"afternoon","S17_20180220_afternoon",1,"02","20"
"4971","S17","none","20180220",95,31.1,0,23.8,1.2,1.9,14,"afternoon","S17_20180220_afternoon",0,"02","20"
"5754","S18","short.argus","20180220",95,31.1,0,23.8,1.2,1.9,16,"afternoon","S18_20180220_afternoon",1,"02","20"
"6056","S18","none","20180220",95,31.1,0,23.8,1.2,1.9,14,"afternoon","S18_20180220_afternoon",0,"02","20"
"6464","S19","long.argus","20180220",95,31.1,0,23.8,1.2,1.9,15,"afternoon","S19_20180220_afternoon",2,"02","20"
"6690","S19","none","20180220",95,31.1,0,23.8,1.2,1.9,14,"afternoon","S19_20180220_afternoon",0,"02","20"
"7837","S20","none","20180220",95,31.1,0,23.8,1.2,1.9,14,"afternoon","S20_20180220_afternoon",0,"02","20"
"721","S11","none","20180221",96,31.5,0.7,24.1,0,5.3,14,"afternoon","S11_20180221_afternoon",0,"02","21"
"1430","S12","none","20180221",96,31.5,0.7,24.1,0,5.3,14,"afternoon","S12_20180221_afternoon",0,"02","21"
"2233","S13","none","20180221",96,31.5,0.7,24.1,0,5.3,14,"afternoon","S13_20180221_afternoon",0,"02","21"
"2733","S14","long.argus","20180221",96,31.5,0.7,24.1,0,5.3,13,"afternoon","S14_20180221_afternoon",2,"02","21"
"2734","S14","short.argus","20180221",96,31.5,0.7,24.1,0,5.3,13,"afternoon","S14_20180221_afternoon",3,"02","21"
"2940","S14","none","20180221",96,31.5,0.7,24.1,0,5.3,14,"afternoon","S14_20180221_afternoon",0,"02","21"
"3294","S15","none","20180221",96,31.5,0.7,24.1,0,5.3,14,"afternoon","S15_20180221_afternoon",0,"02","21"
"3967","S16","long.argus","20180221",96,31.5,0.7,24.1,0,5.3,17,"afternoon","S16_20180221_afternoon",1,"02","21"
"4130","S16","none","20180221",96,31.5,0.7,24.1,0,5.3,14,"afternoon","S16_20180221_afternoon",0,"02","21"
"4980","S17","none","20180221",96,31.5,0.7,24.1,0,5.3,14,"afternoon","S17_20180221_afternoon",0,"02","21"
"6063","S18","none","20180221",96,31.5,0.7,24.1,0,5.3,14,"afternoon","S18_20180221_afternoon",0,"02","21"
"6700","S19","none","20180221",96,31.5,0.7,24.1,0,5.3,14,"afternoon","S19_20180221_afternoon",0,"02","21"
"7732","S20","short.argus","20180221",96,31.5,0.7,24.1,0,5.3,13,"afternoon","S20_20180221_afternoon",7,"02","21"
"7848","S20","none","20180221",96,31.5,0.7,24.1,0,5.3,16,"afternoon","S20_20180221_afternoon",0,"02","21"
"299","S11","long.argus","20180222",97,30.4,0,23.8,0.7,2.3,13,"afternoon","S11_20180222_afternoon",2,"02","22"
"300","S11","short.argus","20180222",97,30.4,0,23.8,0.7,2.3,13,"afternoon","S11_20180222_afternoon",14,"02","22"
"733","S11","none","20180222",97,30.4,0,23.8,0.7,2.3,14,"afternoon","S11_20180222_afternoon",0,"02","22"
"1255","S12","long.argus","20180222",97,30.4,0,23.8,0.7,2.3,13,"afternoon","S12_20180222_afternoon",1,"02","22"
"1442","S12","none","20180222",97,30.4,0,23.8,0.7,2.3,14,"afternoon","S12_20180222_afternoon",0,"02","22"
"2100","S13","long.argus","20180222",97,30.4,0,23.8,0.7,2.3,18,"afternoon","S13_20180222_afternoon",1,"02","22"
"2245","S13","none","20180222",97,30.4,0,23.8,0.7,2.3,14,"afternoon","S13_20180222_afternoon",0,"02","22"
"2952","S14","none","20180222",97,30.4,0,23.8,0.7,2.3,14,"afternoon","S14_20180222_afternoon",0,"02","22"
"3306","S15","none","20180222",97,30.4,0,23.8,0.7,2.3,14,"afternoon","S15_20180222_afternoon",0,"02","22"
"3970","S16","long.argus","20180222",97,30.4,0,23.8,0.7,2.3,18,"afternoon","S16_20180222_afternoon",1,"02","22"
"4142","S16","none","20180222",97,30.4,0,23.8,0.7,2.3,14,"afternoon","S16_20180222_afternoon",0,"02","22"
"4707","S17","long.argus","20180222",97,30.4,0,23.8,0.7,2.3,18,"afternoon","S17_20180222_afternoon",1,"02","22"
"4708","S17","short.argus","20180222",97,30.4,0,23.8,0.7,2.3,18,"afternoon","S17_20180222_afternoon",1,"02","22"
"4990","S17","none","20180222",97,30.4,0,23.8,0.7,2.3,14,"afternoon","S17_20180222_afternoon",0,"02","22"
"5773","S18","long.argus","20180222",97,30.4,0,23.8,0.7,2.3,18,"afternoon","S18_20180222_afternoon",3,"02","22"
"5774","S18","short.argus","20180222",97,30.4,0,23.8,0.7,2.3,18,"afternoon","S18_20180222_afternoon",3,"02","22"
"6072","S18","none","20180222",97,30.4,0,23.8,0.7,2.3,14,"afternoon","S18_20180222_afternoon",0,"02","22"
"6470","S19","long.argus","20180222",97,30.4,0,23.8,0.7,2.3,14,"afternoon","S19_20180222_afternoon",2,"02","22"
"6712","S19","none","20180222",97,30.4,0,23.8,0.7,2.3,16,"afternoon","S19_20180222_afternoon",0,"02","22"
"7858","S20","none","20180222",97,30.4,0,23.8,0.7,2.3,14,"afternoon","S20_20180222_afternoon",0,"02","22"
"302","S11","long.argus","20180223",97,30.8,9.5,23.2,0,5.6,16,"afternoon","S11_20180223_afternoon",1,"02","23"
"745","S11","none","20180223",97,30.8,9.5,23.2,0,5.6,14,"afternoon","S11_20180223_afternoon",0,"02","23"
"1454","S12","none","20180223",97,30.8,9.5,23.2,0,5.6,14,"afternoon","S12_20180223_afternoon",0,"02","23"
"2256","S13","none","20180223",97,30.8,9.5,23.2,0,5.6,14,"afternoon","S13_20180223_afternoon",0,"02","23"
"2963","S14","none","20180223",97,30.8,9.5,23.2,0,5.6,14,"afternoon","S14_20180223_afternoon",0,"02","23"
"3318","S15","none","20180223",97,30.8,9.5,23.2,0,5.6,14,"afternoon","S15_20180223_afternoon",0,"02","23"
"4153","S16","none","20180223",97,30.8,9.5,23.2,0,5.6,14,"afternoon","S16_20180223_afternoon",0,"02","23"
"4716","S17","long.argus","20180223",97,30.8,9.5,23.2,0,5.6,15,"afternoon","S17_20180223_afternoon",1,"02","23"
"4999","S17","none","20180223",97,30.8,9.5,23.2,0,5.6,14,"afternoon","S17_20180223_afternoon",0,"02","23"
"6081","S18","none","20180223",97,30.8,9.5,23.2,0,5.6,14,"afternoon","S18_20180223_afternoon",0,"02","23"
"6722","S19","none","20180223",97,30.8,9.5,23.2,0,5.6,14,"afternoon","S19_20180223_afternoon",0,"02","23"
"7868","S20","none","20180223",97,30.8,9.5,23.2,0,5.6,14,"afternoon","S20_20180223_afternoon",0,"02","23"
"753","S11","none","20180224",97,30.4,23.3,23,9.5,4,14,"afternoon","S11_20180224_afternoon",0,"02","24"
"1466","S12","none","20180224",97,30.4,23.3,23,9.5,4,14,"afternoon","S12_20180224_afternoon",0,"02","24"
"2268","S13","none","20180224",97,30.4,23.3,23,9.5,4,14,"afternoon","S13_20180224_afternoon",0,"02","24"
"2973","S14","none","20180224",97,30.4,23.3,23,9.5,4,14,"afternoon","S14_20180224_afternoon",0,"02","24"
"3330","S15","none","20180224",97,30.4,23.3,23,9.5,4,14,"afternoon","S15_20180224_afternoon",0,"02","24"
"4165","S16","none","20180224",97,30.4,23.3,23,9.5,4,14,"afternoon","S16_20180224_afternoon",0,"02","24"
"4726","S17","long.argus","20180224",97,30.4,23.3,23,9.5,4,16,"afternoon","S17_20180224_afternoon",1,"02","24"
"5009","S17","none","20180224",97,30.4,23.3,23,9.5,4,14,"afternoon","S17_20180224_afternoon",0,"02","24"
"6091","S18","none","20180224",97,30.4,23.3,23,9.5,4,14,"afternoon","S18_20180224_afternoon",0,"02","24"
"6733","S19","none","20180224",97,30.4,23.3,23,9.5,4,14,"afternoon","S19_20180224_afternoon",0,"02","24"
"7879","S20","none","20180224",97,30.4,23.3,23,9.5,4,14,"afternoon","S20_20180224_afternoon",0,"02","24"
"763","S11","none","20180225",95,25.4,10.3,23.3,23.3,0,14,"afternoon","S11_20180225_afternoon",0,"02","25"
"1477","S12","none","20180225",95,25.4,10.3,23.3,23.3,0,14,"afternoon","S12_20180225_afternoon",0,"02","25"
"2101","S13","long.argus","20180225",95,25.4,10.3,23.3,23.3,0,18,"afternoon","S13_20180225_afternoon",1,"02","25"
"2280","S13","none","20180225",95,25.4,10.3,23.3,23.3,0,14,"afternoon","S13_20180225_afternoon",0,"02","25"
"2984","S14","none","20180225",95,25.4,10.3,23.3,23.3,0,14,"afternoon","S14_20180225_afternoon",0,"02","25"
"3342","S15","none","20180225",95,25.4,10.3,23.3,23.3,0,14,"afternoon","S15_20180225_afternoon",0,"02","25"
"4177","S16","none","20180225",95,25.4,10.3,23.3,23.3,0,14,"afternoon","S16_20180225_afternoon",0,"02","25"
"5019","S17","none","20180225",95,25.4,10.3,23.3,23.3,0,14,"afternoon","S17_20180225_afternoon",0,"02","25"
"6101","S18","none","20180225",95,25.4,10.3,23.3,23.3,0,14,"afternoon","S18_20180225_afternoon",0,"02","25"
"6745","S19","none","20180225",95,25.4,10.3,23.3,23.3,0,14,"afternoon","S19_20180225_afternoon",0,"02","25"
"7891","S20","none","20180225",95,25.4,10.3,23.3,23.3,0,14,"afternoon","S20_20180225_afternoon",0,"02","25"
"314","S11","long.argus","20180226",96,31.2,11,23.1,10.3,6.7,15,"afternoon","S11_20180226_afternoon",2,"02","26"
"774","S11","none","20180226",96,31.2,11,23.1,10.3,6.7,14,"afternoon","S11_20180226_afternoon",0,"02","26"
"1259","S12","long.argus","20180226",96,31.2,11,23.1,10.3,6.7,15,"afternoon","S12_20180226_afternoon",1,"02","26"
"1489","S12","none","20180226",96,31.2,11,23.1,10.3,6.7,14,"afternoon","S12_20180226_afternoon",0,"02","26"
"2103","S13","long.argus","20180226",96,31.2,11,23.1,10.3,6.7,18,"afternoon","S13_20180226_afternoon",1,"02","26"
"2290","S13","none","20180226",96,31.2,11,23.1,10.3,6.7,14,"afternoon","S13_20180226_afternoon",0,"02","26"
"2753","S14","long.argus","20180226",96,31.2,11,23.1,10.3,6.7,13,"afternoon","S14_20180226_afternoon",1,"02","26"
"2995","S14","none","20180226",96,31.2,11,23.1,10.3,6.7,14,"afternoon","S14_20180226_afternoon",0,"02","26"
"3354","S15","none","20180226",96,31.2,11,23.1,10.3,6.7,14,"afternoon","S15_20180226_afternoon",0,"02","26"
"4189","S16","none","20180226",96,31.2,11,23.1,10.3,6.7,14,"afternoon","S16_20180226_afternoon",0,"02","26"
"4733","S17","long.argus","20180226",96,31.2,11,23.1,10.3,6.7,13,"afternoon","S17_20180226_afternoon",3,"02","26"
"4735","S17","short.argus","20180226",96,31.2,11,23.1,10.3,6.7,15,"afternoon","S17_20180226_afternoon",1,"02","26"
"5030","S17","none","20180226",96,31.2,11,23.1,10.3,6.7,16,"afternoon","S17_20180226_afternoon",0,"02","26"
"5798","S18","short.argus","20180226",96,31.2,11,23.1,10.3,6.7,13,"afternoon","S18_20180226_afternoon",4,"02","26"
"6111","S18","none","20180226",96,31.2,11,23.1,10.3,6.7,16,"afternoon","S18_20180226_afternoon",0,"02","26"
"6757","S19","none","20180226",96,31.2,11,23.1,10.3,6.7,14,"afternoon","S19_20180226_afternoon",0,"02","26"
"7741","S20","short.argus","20180226",96,31.2,11,23.1,10.3,6.7,15,"afternoon","S20_20180226_afternoon",2,"02","26"
"7903","S20","none","20180226",96,31.2,11,23.1,10.3,6.7,14,"afternoon","S20_20180226_afternoon",0,"02","26"
"321","S11","short.argus","20180227",97,32.2,0,23,11,7,16,"afternoon","S11_20180227_afternoon",2,"02","27"
"785","S11","none","20180227",97,32.2,0,23,11,7,14,"afternoon","S11_20180227_afternoon",0,"02","27"
"1500","S12","none","20180227",97,32.2,0,23,11,7,14,"afternoon","S12_20180227_afternoon",0,"02","27"
"2299","S13","none","20180227",97,32.2,0,23,11,7,14,"afternoon","S13_20180227_afternoon",0,"02","27"
"3006","S14","none","20180227",97,32.2,0,23,11,7,14,"afternoon","S14_20180227_afternoon",0,"02","27"
"3366","S15","none","20180227",97,32.2,0,23,11,7,14,"afternoon","S15_20180227_afternoon",0,"02","27"
"4201","S16","none","20180227",97,32.2,0,23,11,7,14,"afternoon","S16_20180227_afternoon",0,"02","27"
"4742","S17","long.argus","20180227",97,32.2,0,23,11,7,13,"afternoon","S17_20180227_afternoon",4,"02","27"
"4744","S17","short.argus","20180227",97,32.2,0,23,11,7,15,"afternoon","S17_20180227_afternoon",4,"02","27"
"5039","S17","none","20180227",97,32.2,0,23,11,7,14,"afternoon","S17_20180227_afternoon",0,"02","27"
"6118","S18","none","20180227",97,32.2,0,23,11,7,14,"afternoon","S18_20180227_afternoon",0,"02","27"
"6768","S19","none","20180227",97,32.2,0,23,11,7,14,"afternoon","S19_20180227_afternoon",0,"02","27"
"7915","S20","none","20180227",97,32.2,0,23,11,7,14,"afternoon","S20_20180227_afternoon",0,"02","27"
"328","S11","short.argus","20180228",95,33.2,4.8,24.1,0,5.3,13,"afternoon","S11_20180228_afternoon",1,"02","28"
"795","S11","none","20180228",95,33.2,4.8,24.1,0,5.3,14,"afternoon","S11_20180228_afternoon",0,"02","28"
"1512","S12","none","20180228",95,33.2,4.8,24.1,0,5.3,14,"afternoon","S12_20180228_afternoon",0,"02","28"
"2311","S13","none","20180228",95,33.2,4.8,24.1,0,5.3,14,"afternoon","S13_20180228_afternoon",0,"02","28"
"3016","S14","none","20180228",95,33.2,4.8,24.1,0,5.3,14,"afternoon","S14_20180228_afternoon",0,"02","28"
"3378","S15","none","20180228",95,33.2,4.8,24.1,0,5.3,14,"afternoon","S15_20180228_afternoon",0,"02","28"
"4213","S16","none","20180228",95,33.2,4.8,24.1,0,5.3,14,"afternoon","S16_20180228_afternoon",0,"02","28"
"4753","S17","long.argus","20180228",95,33.2,4.8,24.1,0,5.3,14,"afternoon","S17_20180228_afternoon",2,"02","28"
"4754","S17","short.argus","20180228",95,33.2,4.8,24.1,0,5.3,14,"afternoon","S17_20180228_afternoon",1,"02","28"
"5049","S17","none","20180228",95,33.2,4.8,24.1,0,5.3,16,"afternoon","S17_20180228_afternoon",0,"02","28"
"6128","S18","none","20180228",95,33.2,4.8,24.1,0,5.3,14,"afternoon","S18_20180228_afternoon",0,"02","28"
"6780","S19","none","20180228",95,33.2,4.8,24.1,0,5.3,14,"afternoon","S19_20180228_afternoon",0,"02","28"
"7925","S20","none","20180228",95,33.2,4.8,24.1,0,5.3,14,"afternoon","S20_20180228_afternoon",0,"02","28"
"333","S11","long.argus","20180301",96,32.8,25.9,25.4,4.8,7.4,13,"afternoon","S11_20180301_afternoon",1,"03","01"
"334","S11","short.argus","20180301",96,32.8,25.9,25.4,4.8,7.4,13,"afternoon","S11_20180301_afternoon",1,"03","01"
"806","S11","none","20180301",96,32.8,25.9,25.4,4.8,7.4,14,"afternoon","S11_20180301_afternoon",0,"03","01"
"1524","S12","none","20180301",96,32.8,25.9,25.4,4.8,7.4,14,"afternoon","S12_20180301_afternoon",0,"03","01"
"2323","S13","none","20180301",96,32.8,25.9,25.4,4.8,7.4,14,"afternoon","S13_20180301_afternoon",0,"03","01"
"3026","S14","none","20180301",96,32.8,25.9,25.4,4.8,7.4,14,"afternoon","S14_20180301_afternoon",0,"03","01"
"3390","S15","none","20180301",96,32.8,25.9,25.4,4.8,7.4,14,"afternoon","S15_20180301_afternoon",0,"03","01"
"3976","S16","long.argus","20180301",96,32.8,25.9,25.4,4.8,7.4,17,"afternoon","S16_20180301_afternoon",1,"03","01"
"4225","S16","none","20180301",96,32.8,25.9,25.4,4.8,7.4,14,"afternoon","S16_20180301_afternoon",0,"03","01"
"4758","S17","long.argus","20180301",96,32.8,25.9,25.4,4.8,7.4,14,"afternoon","S17_20180301_afternoon",2,"03","01"
"4760","S17","short.argus","20180301",96,32.8,25.9,25.4,4.8,7.4,16,"afternoon","S17_20180301_afternoon",1,"03","01"
"5058","S17","none","20180301",96,32.8,25.9,25.4,4.8,7.4,18,"afternoon","S17_20180301_afternoon",0,"03","01"
"5817","S18","short.argus","20180301",96,32.8,25.9,25.4,4.8,7.4,14,"afternoon","S18_20180301_afternoon",1,"03","01"
"6139","S18","none","20180301",96,32.8,25.9,25.4,4.8,7.4,16,"afternoon","S18_20180301_afternoon",0,"03","01"
"6792","S19","none","20180301",96,32.8,25.9,25.4,4.8,7.4,14,"afternoon","S19_20180301_afternoon",0,"03","01"
"7937","S20","none","20180301",96,32.8,25.9,25.4,4.8,7.4,14,"afternoon","S20_20180301_afternoon",0,"03","01"
"816","S11","none","20180302",98,31.1,23.5,23.8,25.9,4.4,14,"afternoon","S11_20180302_afternoon",0,"03","02"
"1536","S12","none","20180302",98,31.1,23.5,23.8,25.9,4.4,14,"afternoon","S12_20180302_afternoon",0,"03","02"
"2335","S13","none","20180302",98,31.1,23.5,23.8,25.9,4.4,14,"afternoon","S13_20180302_afternoon",0,"03","02"
"2768","S14","short.argus","20180302",98,31.1,23.5,23.8,25.9,4.4,13,"afternoon","S14_20180302_afternoon",1,"03","02"
"3037","S14","none","20180302",98,31.1,23.5,23.8,25.9,4.4,14,"afternoon","S14_20180302_afternoon",0,"03","02"
"3402","S15","none","20180302",98,31.1,23.5,23.8,25.9,4.4,14,"afternoon","S15_20180302_afternoon",0,"03","02"
"4236","S16","none","20180302",98,31.1,23.5,23.8,25.9,4.4,14,"afternoon","S16_20180302_afternoon",0,"03","02"
"4769","S17","long.argus","20180302",98,31.1,23.5,23.8,25.9,4.4,16,"afternoon","S17_20180302_afternoon",1,"03","02"
"5065","S17","none","20180302",98,31.1,23.5,23.8,25.9,4.4,14,"afternoon","S17_20180302_afternoon",0,"03","02"
"5827","S18","short.argus","20180302",98,31.1,23.5,23.8,25.9,4.4,16,"afternoon","S18_20180302_afternoon",1,"03","02"
"6147","S18","none","20180302",98,31.1,23.5,23.8,25.9,4.4,14,"afternoon","S18_20180302_afternoon",0,"03","02"
"6803","S19","none","20180302",98,31.1,23.5,23.8,25.9,4.4,14,"afternoon","S19_20180302_afternoon",0,"03","02"
"7949","S20","none","20180302",98,31.1,23.5,23.8,25.9,4.4,14,"afternoon","S20_20180302_afternoon",0,"03","02"
"827","S11","none","20180303",99,30.2,3.1,22.6,23.5,2.2,14,"afternoon","S11_20180303_afternoon",0,"03","03"
"1548","S12","none","20180303",99,30.2,3.1,22.6,23.5,2.2,14,"afternoon","S12_20180303_afternoon",0,"03","03"
"2347","S13","none","20180303",99,30.2,3.1,22.6,23.5,2.2,14,"afternoon","S13_20180303_afternoon",0,"03","03"
"3047","S14","none","20180303",99,30.2,3.1,22.6,23.5,2.2,14,"afternoon","S14_20180303_afternoon",0,"03","03"
"3414","S15","none","20180303",99,30.2,3.1,22.6,23.5,2.2,14,"afternoon","S15_20180303_afternoon",0,"03","03"
"4248","S16","none","20180303",99,30.2,3.1,22.6,23.5,2.2,14,"afternoon","S16_20180303_afternoon",0,"03","03"
"4772","S17","long.argus","20180303",99,30.2,3.1,22.6,23.5,2.2,13,"afternoon","S17_20180303_afternoon",1,"03","03"
"4773","S17","short.argus","20180303",99,30.2,3.1,22.6,23.5,2.2,13,"afternoon","S17_20180303_afternoon",4,"03","03"
"5075","S17","none","20180303",99,30.2,3.1,22.6,23.5,2.2,14,"afternoon","S17_20180303_afternoon",0,"03","03"
